BA ReferenceNumber,Ratepayer ,Address,Postcode,Latitude,Longitude,Occupied,Liability start date,Rateable value,Relief total,Relief small business rates,Mandatory Relief,Relief discretionary,Top Up Discretionary Relief,Exempt Property,Transition 2018/19,VOA description
2436050660,HSBC BANK PLC,"66-68 Westgate, Wakefield, West Yorkshire",WF1 1XH,53.68248,-1.50084,Y,1990-04-01,41000,21320,,,,,,,Bank & Premises
2436050700,THE ACCOUNT HOLDER,"70 Westgate, Wakefield, West Yorkshire",WF1 1XH,53.68248,-1.50084,Y,2000-10-24,12500,11500,Yes,,,,,,Shop & Premises
2436050760,THE ACCOUNT HOLDER,"76 Westgate, Wakefield, West Yorkshire",WF1 1XQ,53.68229,-1.50179,Y,2017-11-01,7600,7600,Yes,,,,,,Shop & Premises
2436050800,THE ACCOUNT HOLDER,"80 Westgate, Wakefield, West Yorkshire",WF1 1XQ,53.68229,-1.50179,Y,2017-12-18,12750,11315.1,Yes,,,,,-380.41,Shop & Premises
2436051020,YORKSHIRE INNS 'N' TAVERNS LIMITED,"Black Horse Hotel, 102-106 Westgate, Wakefield, West Yorkshire",WF1 1XR,53.68202,-1.50304,Y,2015-04-01,41000,33766.03,,,,,,-11446.03,Public House & Premises
2436051030,THE ACCOUNT HOLDER,"Office C3, 55 Westgate, Wakefield, West Yorkshire",WF1 1BW,53.68212,-1.50089,Y,2011-12-23,2600,2600,Yes,,,,,-372.71,Office & Premises
2436051090,THE ACCOUNT HOLDER,"Elephant & Castle Hotel, 109 Westgate, Wakefield, West Yorkshire",WF1 1EW,53.68099,-1.50415,Y,2018-03-23,28000,18111,,,,,,-2551,Public House & Premises
2436051092,THE ACCOUNT HOLDER,"109C Westgate, Elephant & Castle Yard, Wakefield, West Yorkshire",WF1 1EN,53.68085,-1.50490,Y,2005-09-01,5500,5500,Yes,,,,,-458.96,Workshop & Premises
2436051093,THE ACCOUNT HOLDER,"109D Westgate, Wakefield, West Yorkshire",WF1 1EN,53.68085,-1.50490,Y,2006-04-01,3300,3300,Yes,,,,,-393.04,Stores
2436051094,THE ACCOUNT HOLDER,"109 Westgate, Room G, Wakefield, West Yorkshire",WF1 1EW,53.68099,-1.50415,Y,2006-04-01,1675,1675,Yes,,,,,-143.95,Room
2436051095,THE ACCOUNT HOLDER,"109E Westgate, Elephant & Castle Yard, Wakefield, West Yorkshire",WF1 1EN,53.68085,-1.50490,Y,1998-02-20,2500,2500,Yes,,,,,-310.36,Workshop
2436051096,THE ACCOUNT HOLDER,"109F Westgate, Elephant & Castle Yard, Wakefield, West Yorkshire",WF1 1EN,53.68085,-1.50490,Y,1996-01-01,2050,2050,Yes,,,,,-252.2,Workshop
2436051110,H HOFMANN & SONS LIMITED,"111 Westgate, Wakefield, West Yorkshire",WF1 1EW,53.68099,-1.50415,,2015-06-13,5400,5400,,,,,Yes,,Shop & Premises
2436051123,H HOFMANN & SONS LIMITED,"Rear Of 111 Westgate, Wakefield, West Yorkshire",WF1 1EW,53.68099,-1.50415,Y,2015-06-13,21750,11310,,,,,,,Workshops & Premises
2436051136,YORKSHIRE PROPERTY & INVESTMENT CO LTD,"Suite 1A Vincent House, 136 Westgate, Wakefield, West Yorkshire",WF2 9SR,53.68099,-1.50661,,2017-11-01,3000,3000,,,,,Yes,,Office
2436051152,THE ACCOUNT HOLDER,"115B Westgate, Wakefield, West Yorkshire",WF1 1EW,53.68099,-1.50415,Y,2012-04-01,5300,5300,Yes,,,,,,Shop & Premises
2436051180,THE ACCOUNT HOLDER,"80A Westgate, (1St & 2Nd Floors), Wakefield, West Yorkshire",WF1 1XQ,53.68229,-1.50179,Y,2015-01-01,5700,5700,Yes,,,,,,Club & Premises
2436051280,L V AUTO'S LIMITED,"128 Westgate, Wakefield, West Yorkshire",WF2 9SR,53.68099,-1.50661,Y,2017-02-01,11500,11500,Yes,,,,,,Car Sales Area & Premises
2436051301,WAKEFIELD PUB COMPANY LIMITED,"Henry Boons, 130 Westgate, Wakefield, West Yorkshire",WF2 9SR,53.68099,-1.50661,Y,2016-11-08,33000,18160,,,,,,,Public House & Premises
2436051360,H.B. CLARK & COMPANY (SUCCESSORS) LIMITED,"136 Westgate, Wakefield, West Yorkshire",WF2 9SR,53.68099,-1.50661,Y,1990-04-01,78500,39799.5,,,,,,,Wholesale W'house & Brwry
2436051381,THE ACCOUNT HOLDER,"138 Westgate, Wakefield, West Yorkshire",WF2 9SR,53.68099,-1.50661,Y,2016-01-01,6000,6000,Yes,,,,,,Shop & Premises
2436051470,MILL STREET TRADING LIMITED,"The Black Swan Hotel, 147-149 Westgate, Wakefield, West Yorkshire",WF2 9RY,53.68060,-1.50661,Y,2017-10-01,14500,9334.37,,,,,,-1794.37,Hotel & Premises
2436051539,THE ACCOUNT HOLDER,"153-159 Westgate, Wakefield, West Yorkshire",WF2 9SA,53.68045,-1.50710,Y,2015-11-05,29000,15197.22,,,,,,,Showroom & Premises
2436051540,THE ACCOUNT HOLDER,"154 Westgate, Wakefield, West Yorkshire",WF2 9SR,53.68099,-1.50661,Y,2006-04-01,4800,4800,Yes,,,,,,Shop & Premises
2436051560,THE SWAN SPORTS BAR WESTGATE LIMITED,"The Swan With Two Necks, 156 Westgate, Wakefield, West Yorkshire",WF2 9SR,53.68099,-1.50661,Y,2017-02-13,9800,9800,Yes,,,,,-112.33,Public House & Premises
2436051580,HODSONS ESTATE AGENTS LIMITED,"150-152 Westgate, Wakefield, West Yorkshire",WF2 9SR,53.68099,-1.50661,Y,2003-12-31,8800,8800,Yes,,,,,,Shop & Premises
2436051598,THE ACCOUNT HOLDER,"Office C1 - First Floor, 55 Westgate, Wakefield, West Yorkshire",WF1 1BW,53.68212,-1.50089,Y,2016-04-01,2800,2800,Yes,,,,,-396.97,Offices & Premises
2436051619,THE ACCOUNT HOLDER,"Unit 2, 160 Westgate, Wakefield, West Yorkshire",WF1 1JX,53.68226,-1.49963,Y,2013-04-01,8000,8000,Yes,,,,,,Cafe & Premises
2436051624,BUSINESS TRAINING VENTURES LIMITED,"162-164 Westgate, Wakefield, West Yorkshire",WF2 9SR,53.68099,-1.50661,Y,2010-08-31,16000,8320,,,,,,,Offices & Premises
2436051629,THE ACCOUNT HOLDER,"160 Westgate, Wakefield, West Yorkshire",WF2 9SR,53.68099,-1.50661,,2017-08-01,8000,8000,,,,,Yes,,Offices & Premises
2436051750,THE ACCOUNT HOLDER,"7 Westgate End, Wakefield, West Yorkshire",WF2 9SA,53.68045,-1.50710,Y,2016-04-01,10750,10750,Yes,,,,,,Shop & Premises
2436052136,THE ACCOUNT HOLDER,"Suite 1B Vincent House, 136 Westgate, Wakefield, West Yorkshire",WF2 9SR,53.68099,-1.50661,Y,2017-10-05,2850,2850,Yes,,,,,,Office
2436053032,WAKEFIELD VISIONPLUS LIMITED,"30-32 Westgate, Wakefield, West Yorkshire",WF1 1JY,53.68266,-1.49865,Y,2012-12-22,48250,22187.32,,,,,,2902.68,Shop & Premises
2436053136,H.B. CLARK & COMPANY (SUCCESSORS) LIMITED,"Suite 2 Vincent House, 136 Westgate, Wakefield, West Yorkshire",WF2 9SR,53.68099,-1.50661,Y,2014-10-31,6100,3172,,,,,,,Offices & Premises
2436054568,THE CREATIVE ART HOUSE,"40 Westgate, Wakefield, West Yorkshire",WF1 1JY,53.68266,-1.49865,Y,2018-03-01,37000,37000,,Yes,Yes,,,,Public House & Premises
2436054679,THE ACCOUNT HOLDER,"Secure House, (Ground Floor), 62 Westgate, Wakefield, West Yorkshire",WF1 1XH,53.68248,-1.50084,Y,2016-09-05,8500,8500,Yes,,,,,,Shop & Premises
2436055055,THE ACCOUNT HOLDER,"Garage 5, Union Street, Wakefield, West Yorkshire",WF1 3AE,53.68443,-1.49709,Y,2017-01-03,880,880,Yes,,,,,-118.2,Garage & Premises
2436055555,THE ACCOUNT HOLDER,"Office A4b, 55 Westgate, Wakefield, West Yorkshire",WF1 1BW,53.68212,-1.50089,Y,2016-04-01,1700,1700,Yes,,,,,-247.78,Offices & Premises
2436056072,CHILL DRINKS LIMITED,"72 Westgate, Wakefield, West Yorkshire",WF1 1XQ,53.68229,-1.50179,Y,2017-03-24,30000,16600,,,,,,,Public House & Premises
2436056107,THE ACCOUNT HOLDER,"107B Westgate, Wakefield, West Yorkshire",WF1 1JX,53.68226,-1.49963,Y,2011-04-01,9400,9400,Yes,,,,,-2617.94,Public House & Premises
2436056136,CERTI UK LIMITED,"Suite 6 Vincent House, 136 Westgate, Wakefield, West Yorkshire",WF2 9SR,53.68099,-1.50661,Y,2018-02-05,2800,2800,Yes,,,,,,Offices & Premises
2436056769,BRICKWORKS LEISURE LIMITED,"67-69 Westgate, Wakefield, West Yorkshire",WF1 1BW,53.68212,-1.50089,Y,2018-02-14,38000,19760,,,,,,,Club & Premises
2436057001,THE ACCOUNT HOLDER,"Office B1, 55 Westgate, Wakefield, West Yorkshire",WF1 1BW,53.68212,-1.50089,Y,2010-12-13,2275,2275,Yes,,,,,-331.5,Offices & Premises
2436057005,THE ACCOUNT HOLDER,"Office B5, 55 Westgate, Wakefield, West Yorkshire",WF1 1BW,53.68212,-1.50089,Y,2013-08-28,1575,1575,Yes,,,,,-222.22,Offices & Premises
2436057006,THE ACCOUNT HOLDER,"Office B6, 55 Westgate, Wakefield, West Yorkshire",WF1 1BW,53.68212,-1.50089,Y,2013-03-01,2500,2500,Yes,,,,,-353.41,Offices & Premises
2436057007,THE ACCOUNT HOLDER,"Office B7, 55 Westgate, Wakefield, West Yorkshire",WF1 1BW,53.68212,-1.50089,Y,2015-05-01,2650,2650,Yes,,,,,-382.36,Offices & Premises
2436057078,THE ACCOUNT HOLDER,"78 Westgate, Wakefield, West Yorkshire",WF1 1XQ,53.68229,-1.50179,Y,2016-04-01,11750,11750,Yes,,,,,,Restaurant & Premises
2436057103,THE ACCOUNT HOLDER,"103 Westgate, Wakefield, West Yorkshire",WF1 1EL,53.68161,-1.50343,Y,2012-05-27,7000,7000,Yes,,,,,,Shop & Premises
2436057105,THE ACCOUNT HOLDER,"105 Westgate, Wakefield, West Yorkshire",WF1 1EL,53.68161,-1.50343,Y,2016-12-15,9700,9700,Yes,,,,,,Shop & Premises
2436057109,THE ACCOUNT HOLDER,"109A Westgate, Elephant & Castle Yard, Wakefield, West Yorkshire",WF1 1EW,53.68099,-1.50415,,2002-12-01,2700,2700,,,,,Yes,-334.62,Workshop
2436057125,THE ACCOUNT HOLDER,"125 Westgate, Wakefield, West Yorkshire",WF1 1EW,53.68099,-1.50415,Y,2017-10-03,15000,7823.79,,,,,,,Shop & Premises
2436057134,THE ACCOUNT HOLDER,"Offices B3 & B4, 55 Westgate, Wakefield, West Yorkshire",WF1 1BW,53.68212,-1.50089,Y,2011-08-27,3900,3900,Yes,,,,,-150.12,Offices & Premises
2436057136,YORKSHIRE PROPERTY & INVESTMENT CO LTD,"Suite 7 Vincent House, 136 Westgate, Wakefield, West Yorkshire",WF2 9SR,53.68099,-1.50661,,2016-01-01,2125,2125,,,,,Yes,,Office
2436057178,THE ACCOUNT HOLDER,"78 Westgate, (1St & 2Nd Floors), Wakefield, West Yorkshire",WF1 1XQ,53.68229,-1.50179,,2016-04-01,4050,2447.66,,,,,,-394.31,Store & Premises
2436057200,THE ACCOUNT HOLDER,"Office B2, 55 Westgate, Wakefield, West Yorkshire",WF1 1BW,53.68212,-1.50089,Y,2016-01-15,1800,1800,Yes,,,,,-261.34,Offices & Premises
2436057458,M2R LIMITED,"Langham House, (Suite 5), 140-148 Westgate, Wakefield, West Yorkshire",WF2 9SR,53.68099,-1.50661,Y,2017-01-05,2025,2025,Yes,,,,,-82.36,Offices & Premises
2436057459,REID AVIATION SOLUTIONS LIMITED,"Langham House, (Suite 6), 140-148 Westgate, Wakefield, West Yorkshire",WF2 9SR,53.68099,-1.50661,Y,2014-02-03,2050,2050,Yes,,,,,-94.36,Offices & Premises
2436057521,THE ACCOUNT HOLDER,"Office C2 - First Floor, 55 Westgate, Wakefield, West Yorkshire",WF1 1BW,53.68212,-1.50089,Y,2016-04-01,3000,3000,Yes,,,,,-292.08,Offices & Premises
2436057581,ONE UNITY LIMITED,"The Establishment, 75-81 Westgate, Wakefield, West Yorkshire",WF1 1JX,53.68226,-1.49963,Y,2016-12-01,46250,24050,,,,,,,Club & Premises
2436057812,EJCN LIMITED,"The Old Print Works, 107A Westgate, Wakefield, West Yorkshire",WF1 1EL,53.68161,-1.50343,Y,2015-04-01,11750,11750,Yes,,,,,,Public House & Premises
2436057854,M2R LIMITED,"Langham House, (Suite 4), 140-148 Westgate, Wakefield, West Yorkshire",WF2 9SR,53.68099,-1.50661,Y,2017-01-04,1425,802.97,,,,,,-52.65,Offices & Premises
2436057931,INK RUSH LIMITED,"Secure House, (First & Second Floors), 62 Westgate, Wakefield, West Yorkshire",WF1 1XH,53.68248,-1.50084,Y,2016-10-10,7000,7000,Yes,,,,,,Tattoo Studio
2436058001,THE ACCOUNT HOLDER,"Office A1, 55 Westgate, Wakefield, West Yorkshire",WF1 1BW,53.68212,-1.50089,Y,2013-11-04,2250,2250,Yes,,,,,-333.85,Offices & Premises
2436058002,THE ACCOUNT HOLDER,"Office A2, 55 Westgate, Wakefield, West Yorkshire",WF1 1BW,53.68212,-1.50089,Y,2010-12-01,1850,1850,Yes,,,,,-270.99,Offices & Premises
2436058003,THE ACCOUNT HOLDER,"Office A3, 55 Westgate, Wakefield, West Yorkshire",WF1 1BW,53.68212,-1.50089,Y,2015-04-01,2650,2650,Yes,,,,,-396.71,Offices & Premises
2436058004,THE ACCOUNT HOLDER,"Office A4, 55 Westgate, Wakefield, West Yorkshire",WF1 1BW,53.68212,-1.50089,Y,2013-10-01,2550,2550,Yes,,,,,-377.41,Offices & Premises
2436058005,THE ACCOUNT HOLDER,"Office A5, 55 Westgate, Wakefield, West Yorkshire",WF1 1BW,53.68212,-1.50089,Y,2010-12-13,2600,2600,Yes,,,,,-387.06,Offices & Premises
2436058006,THE ACCOUNT HOLDER,"Office A6, 55 Westgate, Wakefield, West Yorkshire",WF1 1BW,53.68212,-1.50089,Y,2013-04-01,2650,2650,Yes,,,,,-382.36,Offices & Premises
2436058007,THE ACCOUNT HOLDER,"Office A7, 55 Westgate, Wakefield, West Yorkshire",WF1 1BW,53.68212,-1.50089,Y,2010-12-01,1550,1550,Yes,,,,,-221.7,Offices & Premises
2436058008,THE ACCOUNT HOLDER,"Office A8, 55 Westgate, Wakefield, West Yorkshire",WF1 1BW,53.68212,-1.50089,Y,2010-12-01,1525,1525,Yes,,,,,-221.18,Offices & Premises
2436058009,THE ACCOUNT HOLDER,"Office A9, 55 Westgate, Wakefield, West Yorkshire",WF1 1BW,53.68212,-1.50089,Y,2010-12-29,1525,1525,Yes,,,,,-221.18,Offices & Premises
2436058010,THE ACCOUNT HOLDER,"Office A10, 55 Westgate, Wakefield, West Yorkshire",WF1 1BW,53.68212,-1.50089,Y,2010-12-13,1525,1525,Yes,,,,,-221.18,Offices & Premises
2436058011,THE ACCOUNT HOLDER,"Office A11, 55 Westgate, Wakefield, West Yorkshire",WF1 1BW,53.68212,-1.50089,Y,2013-04-01,1500,1500,Yes,,,,,-220.66,Offices & Premises
2436058012,THE ACCOUNT HOLDER,"Office A12, 55 Westgate, Wakefield, West Yorkshire",WF1 1BW,53.68212,-1.50089,Y,2013-04-01,1175,1175,Yes,,,,,-167.97,Offices & Premises
2436058013,THE ACCOUNT HOLDER,"Office A13, 55 Westgate, Wakefield, West Yorkshire",WF1 1BW,53.68212,-1.50089,Y,2011-02-28,1275,1275,Yes,,,,,-187.27,Offices & Premises
2436058014,THE ACCOUNT HOLDER,"Office A14, 55 Westgate, Wakefield, West Yorkshire",WF1 1BW,53.68212,-1.50089,Y,2011-04-04,1275,1275,Yes,,,,,-187.27,Offices & Premises
2436058015,THE ACCOUNT HOLDER,"Office A15, 55 Westgate, Wakefield, West Yorkshire",WF1 1BW,53.68212,-1.50089,Y,2010-12-13,1225,1225,Yes,,,,,-174.75,Offices & Premises
2436058016,THE ACCOUNT HOLDER,"Office A16, 55 Westgate, Wakefield, West Yorkshire",WF1 1BW,53.68212,-1.50089,Y,2011-03-15,2450,2450,Yes,,,,,-358.11,Offices & Premises
2436058102,IMP GAMING LIMITED,"Langham House, (Suite 2), 140-148 Westgate, Wakefield, West Yorkshire",WF2 9SR,53.68099,-1.50661,Y,2013-01-30,1500,1500,Yes,,,,,-59.95,Offices & Premises
2436058103,BANKFIELD HEATH SOLICITORS LIMITED,"Langham House, (Suite 3), 140-148 Westgate, Wakefield, West Yorkshire",WF2 9SR,53.68099,-1.50661,Y,2013-03-01,1125,638.82,,,,,,-46.4,Offices & Premises
2436058109,THE ACCOUNT HOLDER,"109B Westgate, Elephant & Castle Yard, Wakefield, West Yorkshire",WF1 1EW,53.68099,-1.50415,Y,2006-04-01,3500,3500,Yes,,,,,-245.1,Workshop
2436058150,THE ACCOUNT HOLDER,"113 Westgate, Wakefield, West Yorkshire",WF1 1EW,53.68099,-1.50415,Y,2015-04-10,6400,6400,Yes,,,,,,Shop & Premises
2436058170,THE ACCOUNT HOLDER,"115/115A Westgate, Wakefield, West Yorkshire",WF1 1EW,53.68099,-1.50415,Y,2004-07-01,9800,9800,Yes,,,,,,Shop & Premises
2436058484,KOOKY CLUB WAKEFIELD LIMITED,"Kooky Club, 84 Westgate, Wakefield, West Yorkshire",WF1 1XQ,53.68229,-1.50179,Y,2014-10-31,56000,29451.09,,,,,,,Club & Premises
2436058543,THE ACCOUNT HOLDER,"Office C4 - First Floor, 55 Westgate, Wakefield, West Yorkshire",WF1 1BW,53.68212,-1.50089,Y,2016-04-01,10000,10000,Yes,,,,,,Offices & Premises
2436058564,SARCOPHAGUS LIMITED,"Langham House, (Suites 10-12), 140-148 Westgate, Wakefield, West Yorkshire",WF2 9SR,53.68099,-1.50661,Y,2017-07-01,5400,5400,Yes,,,,,-198,Offices & Premises
2436058787,THE ACCOUNT HOLDER,"Drury Lane Health &, Wellbeing Centre, Back Lane, Wakefield, West Yorkshire",WF1 1XQ,53.68229,-1.50179,Y,2017-07-17,67000,19060.59,,,,,,14908.41,Offices & Premises
2436058945,THE ACCOUNT HOLDER,"Offices B8 & B9, 55 Westgate, Wakefield, West Yorkshire",WF1 1BW,53.68212,-1.50089,Y,2013-03-12,3750,3750,Yes,,,,,-307.71,Offices & Premises
2436059013,THE ACCOUNT HOLDER,"Langham House, (Suite 13), 140-148 Westgate, Wakefield, West Yorkshire",WF2 9SR,53.68099,-1.50661,,2018-03-01,620,620,,,,,,-24.97,Offices & Premises
2436059015,SPEAK WITH IT,"Langham House, (Suite 15), 140-148 Westgate, Wakefield, West Yorkshire",WF2 9SR,53.68099,-1.50661,Y,2017-09-25,1850,1032.11,,,,,,-70.11,Offices & Premises
2436059055,THE ACCOUNT HOLDER,"Taboo, 55 Westgate, Wakefield, West Yorkshire",WF1 1BW,53.68212,-1.50089,,2017-08-22,18750,18750,,,,,Yes,,Public House & Premises
2436059097,THE ACCOUNT HOLDER,"97-101 Westgate, Wakefield, West Yorkshire",WF1 1EL,53.68161,-1.50343,Y,2013-09-24,19750,10270,,,,,,,Hairdressing Salon & Prem
2436059100,PRECISION UNDERWRITING (UK) LIMITED,"Langham House, (Suite 1), 140-148 Westgate, Wakefield, West Yorkshire",WF2 9SR,53.68099,-1.50661,Y,2014-10-30,1900,1900,Yes,,,,,-79.76,Offices & Premises
2436059107,SIMA (YORKSHIRE) LIMITED,"107 Westgate, Wakefield, West Yorkshire",WF1 1EL,53.68161,-1.50343,Y,2016-11-25,8900,8900,Yes,,,,,,Restaurant & Premises
2436059122,SENSE (THE NATIONAL DEAF BLIND RUBELLA ASSOCIATION),"122 Westgate, Wakefield, West Yorkshire",WF1 1XP,53.68168,-1.50434,Y,2000-10-01,27000,24199.23,,Yes,,,,1043.83,Offices & Premises
2436059128,NETWORK RAIL INFRASTRUCTURE LIMITED,"Advert Right 0055/01-02, Adjacent 128 Westgate /, Parliament Street, Wakefield, West Yorkshire",WF2 9SR,53.68099,-1.50661,Y,2005-04-01,3000,1560,,,,,,,Advertising Right
2436059166,THE ACCOUNT HOLDER,"166 Westgate, Wakefield, West Yorkshire",WF2 9SR,53.68099,-1.50661,Y,2016-07-09,4200,4200,Yes,,,,,,Shop
2436059202,THE ACCOUNT HOLDER,"Langham House, (Suite 16), 140-148 Westgate, Wakefield, West Yorkshire",WF2 9SR,53.68099,-1.50661,Y,2015-04-01,7000,7000,Yes,,,,,,Offices & Premises
2436059203,THE ACCOUNT HOLDER,"Langham House, (Suite 17), 140-148 Westgate, Wakefield, West Yorkshire",WF2 9SR,53.68099,-1.50661,Y,2015-04-01,2500,1425.75,,,,,,-109.48,Offices & Premises
2436059898,THE ACCOUNT HOLDER,"107C Westgate, Wakefield, West Yorkshire",WF1 1EL,53.68161,-1.50343,Y,2015-10-01,5800,5800,Yes,,,,,-29,Offices & Premises
2436059930,WAKEFIELD THEATRE TRUST,"Wakefield Theatre Royal, & Opera House, Drury Lane, Wakefield, West Yorkshire",WF1 2TE,53.68255,-1.50292,Y,2000-04-01,40500,40500,,Yes,,Yes,,-787.54,Theatre & Premises
2436059986,M R HOLDINGS LIMITED,"Lalas, 86 Westgate, Wakefield, West Yorkshire",WF1 1XQ,53.68229,-1.50179,Y,2017-11-27,35500,18754.12,,,,,,,Restaurant & Premises
2436067037,UK FURNISHING LIMITED,"37 Westgate, Wakefield, West Yorkshire",WF1 1JX,53.68226,-1.49963,Y,2017-01-02,24000,12135.65,,,,,,344.35,Cafe & Premises
2436098716,THE ACCOUNT HOLDER,"Langham House, (Suite 8), 140-148 Westgate, Wakefield, West Yorkshire",WF2 9SR,53.68099,-1.50661,,2018-02-01,1875,1874.99,,,,,,-82.11,Offices & Premises
2436098717,THE ACCOUNT HOLDER,"Langham House, (Suite 9), 140-148 Westgate, Wakefield, West Yorkshire",WF2 9SR,53.68099,-1.50661,,2018-02-01,1400,1400,,,,,,-54.99,Offices & Premises
2436098718,THE ACCOUNT HOLDER,"Langham House, (Suite 14), 140-148 Westgate, Wakefield, West Yorkshire",WF2 9SR,53.68099,-1.50661,,2018-02-01,1675,1675,,,,,,-72.2,Offices & Premises
2436100090,HUNGRYS HUT LIMITED,"9 Westgate End, Wakefield, West Yorkshire",WF2 9RG,53.68007,-1.50907,Y,2014-05-29,3500,3500,Yes,,,,,,Shop & Premises
2436100270,SEGUNDO'S LIMITED,"27 Westgate End, Wakefield, West Yorkshire",WF2 9RG,53.68007,-1.50907,Y,2008-04-01,5000,5000,Yes,,,,,,Shop & Premises
2436100290,THE ACCOUNT HOLDER,"29 Westgate End, Wakefield, West Yorkshire",WF2 9RG,53.68007,-1.50907,Y,2015-10-01,4300,4300,Yes,,,,,,Shop & Premises
2436100352,THE ACCOUNT HOLDER,"35 Westgate End, Wakefield, West Yorkshire",WF2 9RG,53.68007,-1.50907,Y,2010-11-01,4150,4150,Yes,,,,,,Office & Premises
2436100370,THE ACCOUNT HOLDER,"37-39 Westgate End, Wakefield, West Yorkshire",WF2 9RG,53.68007,-1.50907,Y,2016-01-22,6200,6200,Yes,,,,,,Shop & Premises
2436100450,THE ACCOUNT HOLDER,"The Waggon, 45 Westgate End, Wakefield, West Yorkshire",WF2 9RQ,53.67991,-1.50984,Y,2017-02-06,21750,12310,,,,,,,Public House & Premises
2436100470,THE ACCOUNT HOLDER,"47 Westgate End, Wakefield, West Yorkshire",WF2 9RL,53.67953,-1.51106,Y,2015-12-11,4950,4950,Yes,,,,,,Shop & Premises
2436100490,ROCK COMBAT & FITNESS LIMITED,"49 Westgate End, Wakefield, West Yorkshire",WF2 9RL,53.67953,-1.51106,Y,2016-04-01,11000,11000,Yes,,,,,,Shop & Premises
2436100570,JUST SARNIES LIMITED,"57 Westgate End, Wakefield, West Yorkshire",WF2 9RL,53.67953,-1.51106,Y,2005-07-17,3700,3700,Yes,,,,,,Shop & Premises
2436100590,LSA DISTRIBUTION LIMITED,"59 Westgate End, Wakefield, West Yorkshire",WF2 9RL,53.67953,-1.51106,Y,2017-04-01,2175,2175,Yes,,,,,,Barbers Shop & Premises
2436100591,THE ACCOUNT HOLDER,"59A Westgate End, Wakefield, West Yorkshire",WF2 9RL,53.67953,-1.51106,Y,2014-02-01,2325,2325,Yes,,,,,,Shop & Premises
2436100611,THE ACCOUNT HOLDER,"61A Westgate End, Wakefield, West Yorkshire",WF2 9RL,53.67953,-1.51106,Y,2014-09-01,6700,6700,Yes,,,,,,Shop & Premises
2436100630,THE ACCOUNT HOLDER,"63 Westgate End, Wakefield, West Yorkshire",WF2 9RL,53.67953,-1.51106,Y,1990-04-01,8600,8600,Yes,,,,,,Shop & Premises
2436100632,RAMOS COMMUNICATIONS LIMITED,"63A Westgate End, Wakefield, West Yorkshire",WF2 9RL,53.67953,-1.51106,Y,2010-12-21,10250,10250,Yes,,,,,,"Shop	 Workshop & Premises"
2436100650,THE ACCOUNT HOLDER,"65 Westgate End, (Ground Floor), Wakefield, West Yorkshire",WF2 9RL,53.67953,-1.51106,Y,2017-10-31,5000,2600,,,,,,,Takeaway And Premises
2436100651,THE ACCOUNT HOLDER,"Rear Of 65 Westgate End, Wakefield, West Yorkshire",WF2 9RL,53.67953,-1.51106,,2014-01-07,1000,1000,,,,,Yes,-9.35,Taxi Booking Office
2436100670,CARPET BAGGER LIMITED,"67 Westgate End, Wakefield, West Yorkshire",WF2 9RL,53.67953,-1.51106,Y,2017-07-03,10750,10750,Yes,,,,,,Showroom & Premises
2436100690,CALDER VETS LIMITED,"69 Westgate End, Wakefield, West Yorkshire",WF2 9RL,53.67953,-1.51106,Y,2011-07-01,12000,6240,,,,,,,Surgery & Premises
2436100710,THE ACCOUNT HOLDER,"71 Westgate End, Wakefield, West Yorkshire",WF2 9RL,53.67953,-1.51106,Y,2012-05-16,4150,4150,Yes,,,,,,Shop & Premises
2436100730,THE ACCOUNT HOLDER,"73 Westgate End, Wakefield, West Yorkshire",WF2 9RL,53.67953,-1.51106,Y,2017-04-01,6800,6800,Yes,,,,,,Shop & Premises
2436100750,THE ACCOUNT HOLDER,"75 Westgate End, Wakefield, West Yorkshire",WF2 9RL,53.67953,-1.51106,Y,2014-12-03,5600,5600,Yes,,,,,,Hairdressing Salon & Prem
2436100770,THE ACCOUNT HOLDER,"White Hart, 77 Westgate End, Wakefield, West Yorkshire",WF2 9RL,53.67953,-1.51106,Y,2018-02-12,23250,13103.8,,,,,,,Public House & Premises
2436100790,THE ACCOUNT HOLDER,"79-83 Westgate End, Wakefield, West Yorkshire",WF2 9RL,53.67953,-1.51106,Y,1999-01-25,6300,6300,Yes,,,,,,Shop & Premises
2436100911,THE ACCOUNT HOLDER,"89-91 Westgate End, Wakefield, West Yorkshire",WF2 9RL,53.67953,-1.51106,Y,2014-05-16,5200,5200,Yes,,,,,,Shop & Premises
2436100930,THE ACCOUNT HOLDER,"93 Westgate End, Wakefield, West Yorkshire",WF2 9RL,53.67953,-1.51106,Y,1990-06-30,6100,6100,Yes,,,,,,Shop & Premises
2436100950,THE ACCOUNT HOLDER,"95 Westgate End, Wakefield, West Yorkshire",WF2 9RL,53.67953,-1.51106,Y,2010-06-01,2750,2750,Yes,,,,,,Shop & Premises
2436100970,THE ACCOUNT HOLDER,"97 Westgate End, Wakefield, West Yorkshire",WF2 9RL,53.67953,-1.51106,Y,2018-03-19,2800,2800,Yes,,,,,,Shop & Premises
2436101010,THE ACCOUNT HOLDER,"Waterloo Inn, 101 Westgate End, Wakefield, West Yorkshire",WF2 9RL,53.67953,-1.51106,Y,2008-10-01,17750,10230,,,,,,,Public House & Premises
