Property Reference Number,BA Reference Number,Ratepayer,Full Property Address,Post Code,Latitude,Longitude,Occupied,Liability Start date,Empty From,Last Rateable Value for 2017,Analysis Code of Last 2017 Val,2017 NDR - Analysis code desc,Exemptions,Exemption Start date,Relief Types,Relief Total,Relief mandatory,Relief discretionary
N16209009990,N16209009990,Yorkshire Water Services Ltd,"Sewage Disposal Works, Tollerton, York, North Yorkshire, YO61 1QQ",YO61 1QQ,54.07009,-1.22294,Y,1995-04-01,,17250,NW,Sewage Treatment Works,#N/A,#N/A,,#N/A,,
N16300102050,N16300102050,,"Grange Cottage, School Lane, Topcliffe, Thirsk, North Yorkshire, YO7 3RG",YO7 3RG,54.18052,-1.38610,Y,2008-04-04,,3050,CH1,Self Catering Holiday Unit And Premises,#N/A,#N/A,,-1497.55,,
N16300102200,N16300102200,Elevate Multi Academy Trust,"Primary School, School Lane, Topcliffe, Thirsk, North Yorkshire, YO7 3RG",YO7 3RG,54.18052,-1.38610,Y,2017-08-01,,17750,EL,Local Authority Schools,#N/A,#N/A,,-7156.80,,
N16300303120,N16300303120,,"The Millyard, Catton Lane, Topcliffe, Thirsk, North Yorkshire, YO7 3SA",YO7 3SA,54.18324,-1.41125,Y,1995-04-01,,3700,IF3,Workshops,#N/A,#N/A,,-1816.70,,
N16300700325,N16300700325,,"Annexe At , 32, Church Street, Topcliffe, Thirsk, North Yorkshire, YO7 3PA",YO7 3PA,54.17897,-1.38874,Y,2012-06-01,,1800,CH1,Self Catering Holiday Unit And Premises,#N/A,#N/A,,-883.80,,
N16300782050,N16300782050,Cleveland Steel & Tubes Ltd,"Dalton Airfield, Eldmire Lane, Topcliffe, Thirsk, North Yorkshire, YO7 3HE",YO7 3HE,54.17317,-1.36164,Y,1995-04-01,,380000,CW,Warehouses,#N/A,#N/A,,-191.52,,
N16300782110,N16300782110,National Tube Stockholders Ltd.,"Nts Ltd, Dalton Airfield, Dalton, Thirsk, North Yorkshire, YO7 3HE",YO7 3HE,54.17317,-1.36164,Y,2002-10-02,,795000,IF,Factories,#N/A,#N/A,,#N/A,,
N16300782150,N16300782150,North Yorkshire Commercials,"., Dalton Airfield, Topcliffe, Thirsk, North Yorkshire, YO7 3HE",YO7 3HE,54.17317,-1.36164,Y,1995-04-01,,43750,IF3,Workshops,#N/A,#N/A,,#N/A,,
N16300782205,N16300782205,Cleveland Steel & Tubes Ltd,"Storage Land Adj Hanger B, Dalton Airfield Ind Est, Dalton, Thirsk, North Yorkshire, YO7 3HE",YO7 3HE,54.17317,-1.36164,Y,1998-11-11,,21500,CW1,Land Used For Storage,#N/A,#N/A,,#N/A,,
N16300782250,N16300782250,Greif Flexibles Uk Ltd,"Hanger C, Dalton Airfield, Topcliffe, Thirsk, North Yorkshire, YO7 3HE",YO7 3HE,54.17317,-1.36164,Y,2011-08-01,,170000,IF,Factories,#N/A,#N/A,,-1148.11,,
N16300782401,N16300782401,Severfield (Uk) Ltd,"Storage Land On Airfield, Dalton Airfield Ind Est, Dalton, Thirsk, North Yorkshire, YO7 3HE",YO7 3HE,54.17317,-1.36164,Y,2005-04-01,,86500,CW1,Land Used For Storage,#N/A,#N/A,,#N/A,,
N16300782402,N16300782402,Severfield (Uk) Ltd,"Severfield-Reeve Structures, Dalton Airfield Industrial Estate, Dalton, Thirsk, North Yorkshire, YO7 3JN",YO7 3JN,54.16972,-1.35938,Y,2006-11-30,,1340000,IF,Factories,#N/A,#N/A,,#N/A,,
N16300782410,N16300782410,Severfield (Uk) Ltd,"Severfield Reeve Projects, Dalton Airfield Ind Est, Dalton, Thirsk, North Yorkshire, YO7 3JN",YO7 3JN,54.16972,-1.35938,Y,1998-09-11,,36500,CO,Office (Excluding Central & Local Gov'T),#N/A,#N/A,,#N/A,,
N16300782420,N16300782420,Severfield (Uk) Ltd,"Compound Opp.Wagg Foods, Dalton Airfield Ind Est, Dalton, Thirsk, North Yorkshire, YO7 3HE",YO7 3HE,54.17317,-1.36164,Y,2008-04-01,,25250,CW1,Land Used For Storage,#N/A,#N/A,,#N/A,,
N16300782451,N16300782451,,"John Smith & Sons, Dalton Airfield, Dalton, Thirsk, North Yorkshire, YO7 3HE",YO7 3HE,54.17317,-1.36164,N,2019-01-17,,29250,IF3O,Workshop Office And Premises,IND/6MONTH,2019-01-17,,#N/A,,
N16300782503,N16300782503,,"Compound, Dalton Airfield, Topcliffe, Thirsk, North Yorkshire, YO7 3HE",YO7 3HE,54.17317,-1.36164,N,2019-01-17,,11750,IX,Other Industrial,IND/6MONTH,2019-01-17,,#N/A,,
N16300782507,N16300782507,David Pullan Transport Ltd,"David Pullan Transport Ltd, Dalton Lane, Dalton, Thirsk, North Yorkshire, YO7 3HR",YO7 3HR,54.18229,-1.35758,Y,2013-04-01,,11000,CW3,Stores,#N/A,#N/A,,-5401.00,,
N16300782508,N16300782508,,"Store Adj D P Transport, Dalton Lane, Dalton, Thirsk, North Yorkshire, YO7 3HR",YO7 3HR,54.18229,-1.35758,N,2019-01-17,,5800,CW3,Stores,IND/6MONTH,2019-01-17,,#N/A,,
N16300783551,N16300783551,Wetherby Stone Products Ltd,"Wetherby Stone, Eldmire Mill, Dalton Airfield Industrial Estate, Dalton, Thirsk, YO7 3HE",YO7 3HE,54.17317,-1.36164,Y,2006-05-02,,55000,CW,Warehouses,#N/A,#N/A,,#N/A,,
N16300783552,N16300783552,Bostik Ltd,"Wetherby Building Products, Eldmire Mill, Dalton Airfield Industrial Estate, Dalton, Thirsk, YO7 3HE",YO7 3HE,54.17317,-1.36164,Y,2013-04-01,,72500,CW,Warehouses,#N/A,#N/A,,#N/A,,
N16300783900,N16300783900,Firmenich Uk Ltd,"., Dalton Airfield, Dalton, Thirsk, North Yorkshire, YO7 3HE",YO7 3HE,54.17317,-1.36164,Y,1997-09-30,,142000,IF,Factories,#N/A,#N/A,,#N/A,,
N16300784050,N16300784050,Wagg Foods Ltd,"., Dalton Airfield, Topcliffe, Thirsk, North Yorkshire, YO7 3HE",YO7 3HE,54.17317,-1.36164,Y,1995-04-01,,67500,IF,Factories,#N/A,#N/A,,-755.24,,
N16300784060,N16300784060,Wagg Foods Ltd,"Dalton Mill, Dalton Airfield, Topcliffe, Thirsk, North Yorkshire, YO7 3HE",YO7 3HE,54.17317,-1.36164,Y,2004-01-01,,242000,CW,Warehouses,#N/A,#N/A,,-3695.63,,
N16300784065,N16300784065,Wagg Foods Ltd,"Wagg Foods, Dalton Airfield, Topcliffe, Thirsk, North Yorkshire, YO7 3HE",YO7 3HE,54.17317,-1.36164,Y,2016-05-09,,310000,CW,Warehouses,#N/A,#N/A,,#N/A,,
N16300784100,N16300784100,Essetre Uk Ltd,"M K Distributors, Dalton Airfield Ind Est, Dalton, Thirsk, North Yorkshire, YO7 3HE",YO7 3HE,54.17317,-1.36164,Y,1996-08-02,,30750,CW,Warehouses,#N/A,#N/A,,#N/A,,
N16300784250,N16300784250,Paini Uk Ltd,"Units D & E, Dalton Airfield, Topcliffe, Thirsk, North Yorkshire, YO7 3JN",YO7 3JN,54.16972,-1.35938,Y,2009-01-01,,10750,CW,Warehouses,#N/A,#N/A,,-5278.25,,
N16300784400,N16300784400,,"Unit F, Dalton Airfield, Dalton, Thirsk, North Yorkshire, YO7 3HE",YO7 3HE,54.17317,-1.36164,Y,2013-04-15,,6300,IF3,Workshops,#N/A,#N/A,,-3093.30,,
N16300784500,N16300784500,Thermopatch Sports Ltd,"Unit Abc, Dalton Airfield Ind Est, Dalton, Thirsk, North Yorkshire, YO7 3HE",YO7 3HE,54.17317,-1.36164,Y,1995-04-01,,24250,IF3,Workshops,#N/A,#N/A,,-179.79,,
N16300784600,N16300784600,Arthur Haigh Ltd,"Unit G, Dalton Airfield Ind Est, Dalton, Thirsk, North Yorkshire, YO7 3HE",YO7 3HE,54.17317,-1.36164,Y,1995-04-01,,16000,IF,Factories,#N/A,#N/A,,-36.14,,
N16300784700,N16300784700,Provimi Ltd,"Provimi, Dalton Airfield Ind Est, Dalton, Thirsk, North Yorkshire, YO7 3HE",YO7 3HE,54.17317,-1.36164,Y,1995-04-01,,136000,IF1,Mill,#N/A,#N/A,,#N/A,,
N16300785100,N16300785100,Paynes Dairies Ltd,"Tanker Depot, Dalton Airfield, Topcliffe, Thirsk, North Yorkshire, YO7 3HE",YO7 3HE,54.17317,-1.36164,Y,2016-09-09,,48500,CW2,Storage Depot,#N/A,#N/A,,#N/A,,
N16300785200,N16300785200,S O C A,"Innovation House, Dalton Airfield, Topcliffe, Thirsk, North Yorkshire, YO7 3HE",YO7 3HE,54.17317,-1.36164,Y,1998-03-05,,44250,CG2,Garage,#N/A,#N/A,,#N/A,,
N16300785350,N16300785350,Arqiva Ltd,"Telecomm Mast Site Ref 151442, Dalton Airfield Industrial Estate, Dalton, Thirsk, North Yorkshire, YO7 3HE",YO7 3HE,54.17317,-1.36164,Y,2010-04-01,,11250,MT1,Communication Station And Premises,#N/A,#N/A,,#N/A,,
N16300785400,N16300785400,Paynes Dairies Ltd,"Jalna, Dalton Airfield, Topcliffe, Thirsk, North Yorkshire, YO7 3HE",YO7 3HE,54.17317,-1.36164,Y,2009-07-24,,77500,CG1,Vehicle Repair Workshop,#N/A,#N/A,,-871.04,,
N16301200430,N16301200430,,"The Old Post House, 43, Front Street, Topcliffe, Thirsk, North Yorkshire, YO7 3RJ",YO7 3RJ,54.17858,-1.38734,Y,2015-10-05,,4400,CO,Office (Excluding Central & Local Gov'T),#N/A,#N/A,,-2160.40,,
N16301202700,N16301202700,,"White Swan, Front Street, Topcliffe, Thirsk, North Yorkshire, YO7 3NZ",YO7 3NZ,54.17934,-1.38792,Y,2015-10-02,,3600,CL,Public House,#N/A,#N/A,,#N/A,,
N16301203000,N16301203000,Topcliffe Community Engagement Group,"Below The Snooker Club, Front Street, Topcliffe, Thirsk, North Yorkshire, YO7 3RU",YO7 3RU,54.18004,-1.38705,Y,2005-04-01,,1175,CW3,Stores,#N/A,#N/A,,-576.93,,
N16301203050,N16301203050,The Snooker Club,"The Snooker Club, Front Street, Topcliffe, Thirsk, North Yorkshire, YO7 3RJ",YO7 3RJ,54.17858,-1.38734,Y,1995-04-01,,1450,LC3,Hall,#N/A,#N/A,,-523.16,,
N16301600141,N16301600141,Sandhill Veterinary Services,"14, Long Street, Topcliffe, Thirsk, North Yorkshire, YO7 3RW",YO7 3RW,54.17843,-1.38523,Y,1997-03-17,,5800,CO,Office (Excluding Central & Local Gov'T),#N/A,#N/A,,-2847.80,,
N16301602050,N16301602050,The Angel At Topcliffe Ltd,"The Angel At Topcliffe, Long Street, Topcliffe, Thirsk, North Yorkshire, YO7 3RW",YO7 3RW,54.17843,-1.38523,Y,2013-06-21,,84000,CL,Public House,#N/A,#N/A,,#N/A,,
N16301602151,N16301602151,York 44 Ltd,"Swaleside Holiday Park, Long Street, Topcliffe, Thirsk, North Yorkshire, YO7 3PB",YO7 3PB,54.17751,-1.39053,Y,2013-04-01,,24800,CC1,Caravan Site,#N/A,#N/A,,#N/A,,
N16301603001,N16301603001,,"The Old School, Long Street, Topcliffe, Thirsk, North Yorkshire, YO7 3RW",YO7 3RW,54.17843,-1.38523,Y,1995-04-01,,980,CS,Shop And Premises,#N/A,#N/A,,-493.92,,
N16301603150,N16301603150,Topcliffe & Asenby Village Hall,"Village Hall,  , Long Street, Topcliffe, Thirsk, North Yorkshire, YO7 3RJ",YO7 3RJ,54.17858,-1.38734,Y,1995-04-01,,3050,LC3,Hall,#N/A,#N/A,,-1537.20,,
N16301603202,N16301603202,"Drs Parker, Chappelow  & Doswell","Doctors Surgery, Winn Lane, Topcliffe, Thirsk, North Yorkshire, YO7 3RP",YO7 3RP,54.17778,-1.38470,Y,1995-04-01,,11000,MH,Surgeries,#N/A,#N/A,,-4262.78,,
N16301902560,N16301902560,The Tube Creation Company Ltd,"Unit A Park Barn Farm, Station Road, Topcliffe, Thirsk, North Yorkshire, YO7 3SE",YO7 3SE,54.19465,-1.40210,Y,2016-10-01,,20500,CW,Warehouses,#N/A,#N/A,,#N/A,,
N16301902565,N16301902565,Resimac Ltd,"Unit B, Park Barn, Station Road, Topcliffe, Thirsk, North Yorkshire, YO7 3SE",YO7 3SE,54.19465,-1.40210,Y,2017-10-01,,16250,CW,Warehouses,#N/A,#N/A,,#N/A,,
N16301902570,N16301902570,K2 Design & Fabrication Ltd,"Unit C At Park Barn, Station Road, Topcliffe, Thirsk, North Yorkshire, YO7 3SE",YO7 3SE,54.19465,-1.40210,Y,2017-01-03,,6500,IF3,Workshops,#N/A,#N/A,,-3191.50,,
N16301902600,N16301902600,Blue Cross Animal Welfare Centre,"The Bungalow, Parklands, Station Road, Topcliffe, Thirsk, North Yorkshire, YO7 3SE",YO7 3SE,54.19465,-1.40210,Y,1995-04-01,,36750,MX,Other Miscellaneous,#N/A,#N/A,,-8633.65,,
N16301903300,N16301903300,North Yorkshire County Council,"Raf Station, Topcliffe, Thirsk, North Yorkshire, YO7 3SF",YO7 3SF,54.20123,-1.40462,Y,1995-04-01,,8900,EL,Local Authority Schools,#N/A,#N/A,,#N/A,,
N16301903351,N16301903351,Hq Catterick Garrison,"Alanbrooke Barracks & Raf Topcliffe, Topcliffe, Thirsk, North Yorkshire, YO7 4EQ",YO7 4EQ,54.22105,-1.41528,Y,2006-01-24,,490000,TX,Other Crown Occupations,#N/A,#N/A,,#N/A,,
N16301903355,N16301903355,Hq Catterick Garrison,"Londis, Alanbrooke Barracks, Topcliffe, Thirsk, North Yorkshire, YO7 4EQ",YO7 4EQ,54.22105,-1.41528,N,2015-09-03,,9200,CS,Shop And Premises,#N/A,#N/A,,#N/A,,
N16302503150,N16302503150,Flexible Machine Products Ltd,"Rising Sun Farm, Topcliffe Common, Topcliffe, Thirsk, North Yorkshire, YO7 3HW",YO7 3HW,54.18943,-1.36572,Y,2013-12-03,,3800,IF3,Workshops,#N/A,#N/A,,-1865.80,,
N16302603020,N16302603020,Shell Uk Ltd,"Shell Gristhwaite, Topcliffe, Thirsk, North Yorkshire, YO7 3HN",YO7 3HN,54.19796,-1.36266,Y,2011-11-01,,17500,CG,Petrol Filling Station,#N/A,#N/A,,#N/A,,
N16302603051,N16302603051,Euro Garages Ltd,"Coffee House, Topcliffe Road, Topcliffe, Thirsk, North Yorkshire, YO7 3HN",YO7 3HN,54.19796,-1.36266,N,2017-12-28,,12500,CR,Restaurants,#N/A,#N/A,,#N/A,,
N16309000026,N16309000026,Trauma Fx Ltd,"Unit P1, Alanbrooke Business Park, Station Road, Topcliffe Thirsk, North Yorkshire, YO7 3BX",YO7 3BX,54.23198,-1.33024,Y,2017-06-30,,6200,CW3,Stores,#N/A,#N/A,,-3044.20,,
N16309000034,N16309000034,,"Unit F1, Alanbrooke Business Park, Station Road, Topcliffe Thirsk, North Yorkshire, YO7 3SE",YO7 3SE,54.19465,-1.40210,Y,2013-06-01,,3800,CW3,Stores,#N/A,#N/A,,-1865.80,,
N16309000035,N16309000035,,"Unit F2, Alanbrooke Business Park, Station Road, Topcliffe Thirsk, North Yorkshire, YO7 3SE",YO7 3SE,54.19465,-1.40210,Y,2017-03-01,,4050,CW3,Stores,#N/A,#N/A,,-1988.55,,
N16309000038,N16309000038,Lecaflor Limited,"Unit A, Alanbrooke Business Park, Station Road, Topcliffe Thirsk, North Yorkshire, YO7 3SE",YO7 3SE,54.19465,-1.40210,Y,2005-08-08,,9500,IF3,Workshops,#N/A,#N/A,,#N/A,,
N16309000039,N16309000039,Unishower Ltd,"Unit C, Alanbrooke Business Park, Station Road, Topcliffe Thirsk, North Yorkshire, YO7 3SE",YO7 3SE,54.19465,-1.40210,Y,2012-03-26,,9400,IF3,Workshops,#N/A,#N/A,,-4615.40,,
N16309000040,N16309000040,,"Unit D Alanbrooke Business Park, Station Road, Topcliffe, Thirsk, North Yorkshire, YO7 3SE",YO7 3SE,54.19465,-1.40210,Y,2012-06-18,,9100,IF3,Workshops,#N/A,#N/A,,-4468.10,,
N16309000050,N16309000050,Thirsk Bodyshop & Service Centre Ltd,"Unit E Alanbrooke Ind Park, Station Road, Topcliffe, Thirsk, North Yorkshire, YO7 3SE",YO7 3SE,54.19465,-1.40210,Y,2012-01-01,,7500,CG1,Vehicle Repair Workshop,#N/A,#N/A,,-3682.50,,
N16309000072,N16309000072,,"Unit G1, Alanbrooke Business Park, Station Road, Topcliffe Thirsk, North Yorkshire, YO7 3SE",YO7 3SE,54.19465,-1.40210,Y,2012-06-01,,3250,CW3,Stores,#N/A,#N/A,,-1595.75,,
N16309000073,N16309000073,,"Unit G2, Alanbrooke Business Park, Station Road, Topcliffe Thirsk, North Yorkshire, YO7 3SE",YO7 3SE,54.19465,-1.40210,Y,2012-04-07,,3800,CW3,Stores,#N/A,#N/A,,-1865.80,,
N16309000075,N16309000075,Lecaflor Limited,"Unit Tn Alanbrooke Business Park, Station Road, Topcliffe, Thirsk, North Yorkshire, YO7 3BX",YO7 3BX,54.23198,-1.33024,Y,2016-10-06,,26000,CW,Warehouses,#N/A,#N/A,,#N/A,,
N16309000081,N16309000081,Cedar Tree Imports Ltd,"Unit H2, Alanbrooke Business Park, Station Road, Topcliffe Thirsk, North Yorkshire, YO7 3SE",YO7 3SE,54.19465,-1.40210,Y,2017-04-01,,4050,CW3,Stores,#N/A,#N/A,,-1988.55,,
N16309000082,N16309000082,,"Unit H1, Alanbrooke Business Park, Station Road, Topcliffe Thirsk, North Yorkshire, YO7 3SE",YO7 3SE,54.19465,-1.40210,Y,2018-05-01,,3350,CW3,Stores,#N/A,#N/A,,-1644.85,,
N16309000090,N16309000090,Sinderby Stainless Ltd,"Unit J Alanbrooke Business Park, Station Road, Topcliffe, Thirsk, North Yorkshire, YO7 3SE",YO7 3SE,54.19465,-1.40210,Y,1998-08-01,,3400,CW,Warehouses,#N/A,#N/A,,-1669.40,,
N16309000091,N16309000091,Tws Construction (Uk) Ltd,"Unit N Alanbrooke Business Park, Station Road, Topcliffe, Thirsk, North Yorkshire, YO7 3SE",YO7 3SE,54.19465,-1.40210,Y,2018-05-01,,9500,IF3,Workshops,#N/A,#N/A,,-4664.50,,
N16309000095,N16309000095,Jg Engineering Ltd.,"Unit K Alanbrooke Business Park, Station Road, Topcliffe, Thirsk, North Yorkshire, YO7 3SE",YO7 3SE,54.19465,-1.40210,Y,1995-04-01,,5800,IF3,Workshops,#N/A,#N/A,,-2847.80,,
N16309000096,N16309000096,,"Unit L Alanbrooke Business Park, Station Road, Topcliffe, Thirsk, North Yorkshire, YO7 3SE",YO7 3SE,54.19465,-1.40210,Y,2016-08-26,,3700,IF3,Workshops,#N/A,#N/A,,-1816.70,,
N16309000098,N16309000098,Provenance Inns Ltd,"Unit R Alanbrooke Business Park, Station Road, Topcliffe, Thirsk, North Yorkshire, YO7 3SE",YO7 3SE,54.19465,-1.40210,Y,2015-05-01,,4150,CW3,Stores,#N/A,#N/A,,#N/A,,
N16309000165,N16309000165,,"Unit M Alanbrooke Business Park, Station Road, Topcliffe, Thirsk, North Yorkshire, YO7 3SE",YO7 3SE,54.19465,-1.40210,Y,2019-04-01,,6600,CW3,Stores,#N/A,#N/A,,-3240.60,,
N16309000170,N16309000170,,"Unit W Alanbrooke Business Park, Station Road, Topcliffe, Thirsk, North Yorkshire, YO7 3SE",YO7 3SE,54.19465,-1.40210,Y,2013-09-16,,3800,CW3,Stores,#N/A,#N/A,,-1865.80,,
N16309000180,N16309000180,,"Unit A1, Alanbrooke Business Park, Station Road, Topcliffe Thirsk, North Yorkshire, YO7 3SE",YO7 3SE,54.19465,-1.40210,Y,2014-11-08,,3200,CW3,Stores,#N/A,#N/A,,-1571.20,,
N16309000201,N16309000201,,"Unit B1, Alanbrooke Business Park, Station Road, Topcliffe Thirsk, North Yorkshire, YO7 3SE",YO7 3SE,54.19465,-1.40210,Y,2014-03-17,,570,CW3,Stores,#N/A,#N/A,,-279.87,,
N16309000202,N16309000202,,"Unit B2, Alanbrooke Business Park, Station Road, Topcliffe Thirsk, North Yorkshire, YO7 3SE",YO7 3SE,54.19465,-1.40210,Y,2019-02-21,,570,CW3,Stores,#N/A,#N/A,,-279.87,,
N16309000203,N16309000203,,"Unit B3, Alanbrooke Business Park, Station Road, Topcliffe Thirsk, North Yorkshire, YO7 3SE",YO7 3SE,54.19465,-1.40210,Y,2015-12-01,,570,CW3,Stores,#N/A,#N/A,,-279.87,,
N16309000204,N16309000204,,"Unit B4, Alanbrooke Business Park, Station Road, Topcliffe Thirsk, North Yorkshire, YO7 3SE",YO7 3SE,54.19465,-1.40210,Y,2012-10-16,,570,CW3,Stores,#N/A,#N/A,,-279.87,,
N16309000205,N16309000205,Lecaflor Limited,"Unit B5, Alanbrooke Business Park, Station Road, Topcliffe Thirsk, North Yorkshire, YO7 3SE",YO7 3SE,54.19465,-1.40210,N,2016-01-11,,570,CW3,Stores,LOW RV2900,2017-04-01,,#N/A,,
N16309000206,N16309000206,Lecaflor Limited,"Unit B6, Alanbrooke Business Park, Station Road, Topcliffe Thirsk, North Yorkshire, YO7 3SE",YO7 3SE,54.19465,-1.40210,Y,2018-08-05,,570,CW3,Stores,#N/A,#N/A,,#N/A,,
N16309000923,N16309000923,North Yorkshire County Council,"Unit P2, Alanbrooke Business Park, Station Road, Topcliffe Thirsk, North Yorkshire, Y07 3SE",Y07 3SE,,,Y,2014-06-01,,6000,CW3,Stores,#N/A,#N/A,,#N/A,,
N16309002000,N16309002000,Frontier Agriculture Ltd,"Frontier Agriculture, Station Road, Topcliffe, Thirsk, North Yorkshire, YO7 3SE",YO7 3SE,54.19465,-1.40210,Y,2005-04-02,,150000,CW3,Stores,#N/A,#N/A,,#N/A,,
N16309002010,N16309002010,B W L Sales Ltd,"Leys Farm, Station Road, Topcliffe, Thirsk, North Yorkshire, YO7 3SG",YO7 3SG,54.21087,-1.41326,Y,2016-03-11,,7700,CW,Warehouses,#N/A,#N/A,,#N/A,,
N16309005002,N16309005002,Motor Fuel Ltd,"Atm Site (Card Point), Heron Service Station, A168 Southbound, Topcliffe, Thirsk, North Yorkshire, YO7 3PD",YO7 3PD,54.17861,-1.39579,Y,2019-04-01,,550,CX,Other Commercial,#N/A,#N/A,,#N/A,,
N16309005003,N16309005003,Motor Fuel Ltd,"Heron Service Station, A168 Southbound, Topcliffe, Thirsk, North Yorkshire, YO7 3PD",YO7 3PD,54.17861,-1.39579,Y,2019-04-01,,52000,CG,Petrol Filling Station,#N/A,#N/A,,#N/A,,
N16309005004,N16309005004,Inpost Uk Ltd,"Electronic Delivery Locker(Ukth10744), Heron Service Station, A168 Southbound, Topcliffe, Thirsk, North Yorkshire, YO7 3PD",YO7 3PD,54.17861,-1.39579,Y,2013-02-22,,1200,CX,Other Commercial,#N/A,#N/A,,#N/A,,
N16309005100,N16309005100,23.5 Degrees Ltd,"Diner 168, A168 Southbound, Topcliffe, Thirsk, North Yorkshire, YO7 3BZ",YO7 3BZ,54.18091,-1.40724,Y,2019-02-28,,10250,CR,Restaurants,#N/A,#N/A,,#N/A,,
N16309005200,N16309005200,Primesight Ltd,"Advertising Right Thirsk Filling Station, A168 By Pass Griswaite, Thirsk, North Yorkshire, YO7 3HL",YO7 3HL,54.20057,-1.34874,Y,2003-04-01,,1200,CA,Advertising Right,#N/A,#N/A,,#N/A,,
N16309703000,N16309703000,,"., Topcliffe, Thirsk, North Yorkshire, YO7 3HN",YO7 3HN,54.19796,-1.36266,Y,1996-10-04,,1525,CW3,Stores,#N/A,#N/A,,-748.78,,
N16309703050,N16309703050,,"Repeater Station, Topcliffe, Thirsk, North Yorkshire, YO7 3HJ",YO7 3HJ,54.20586,-1.36027,Y,1999-11-16,,970,CW3,Stores,#N/A,#N/A,,-476.27,,
N16309803050,N16309803050,Yorkshire Water Services Ltd,"Sewage Works, Eldmire, Topcliffe, Thirsk, North Yorkshire, YO7 3JJ",YO7 3JJ,54.16681,-1.35428,Y,1995-04-01,,34750,NW,Sewage Treatment Works,#N/A,#N/A,,#N/A,,
N16309803060,N16309803060,Topcliffe Bowling Club,"Topcliffe Bowling Club, Winn Lane, Topcliffe, Thirsk, North Yorkshire, YO7 3RP",YO7 3RP,54.17778,-1.38470,Y,1995-04-01,,1150,LX,Other Leisure,#N/A,#N/A,,-564.65,,
N16409003060,N16409003060,,"Woodside, Upsall, Thirsk, North Yorkshire, YO7 2QL",YO7 2QL,54.27850,-1.30651,Y,2012-10-01,,1275,IF3,Workshops,#N/A,#N/A,,-626.03,,
N16409003200,N16409003200,Upsall  & Kirby Knowle Memorial Hall,"., Upsall, Thirsk, North Yorkshire, YO7 2QL",YO7 2QL,54.27850,-1.30651,Y,1995-04-01,,1950,LC3,Hall,#N/A,#N/A,,-884.52,,
N16600100010,N16600100010,,"Applegarth Manor Farm, Welbury, Northallerton, North Yorkshire, DL6 2SF",DL6 2SF,54.42307,-1.38712,Y,2006-01-01,,1300,CS,Shop And Premises,#N/A,#N/A,,-638.30,,
N16600100050,N16600100050,Orange Pcs Ltd,"Telecomm Mast Site Ref Nyk0161, Applegarth Manor Farm, Welbury, Northallerton, North Yorkshire, DL6 2SF",DL6 2SF,54.42307,-1.38712,Y,2005-12-13,,6900,MT1,Communication Station And Premises,#N/A,#N/A,,#N/A,,
N16609005085,N16609005085,Leavendale Properties Ltd,"The Duke Of Wellington, Welbury, Northallerton, North Yorkshire, DL6 2SG",DL6 2SG,54.41557,-1.38953,Y,2015-05-22,,9000,CL,Public House,#N/A,#N/A,,-4536.00,,
N16609005260,N16609005260,,"Lyndale, Welbury, Northallerton, North Yorkshire, DL6 2SG",DL6 2SG,54.41557,-1.38953,Y,1995-04-01,,2900,IF3,Workshops,#N/A,#N/A,,-1423.90,,
N16609005501,N16609005501,Welbury Village Hall Committee,"Village Hall, Welbury, Northallerton, North Yorkshire, DL6 2SE",DL6 2SE,54.41418,-1.38613,Y,1995-04-01,,3850,LC3,Hall,#N/A,#N/A,,-1761.62,,
N16609009997,N16609009997,Yorkshire Water Services Ltd,"Sewage Disposal Works, Welbury, Northallerton, North Yorkshire, DL6 2SA",DL6 2SA,54.40757,-1.38289,Y,1995-04-01,,8000,NW,Sewage Treatment Works,#N/A,#N/A,,#N/A,,
N16700300401,N16700300401,,"Byre Cottage & Marys Cottage, Church Street, Well, Bedale, North Yorkshire, DL8 2PY",DL8 2PY,54.23415,-1.58657,Y,2011-01-01,,4800,CH1,Self Catering Holiday Unit And Premises,#N/A,#N/A,,-2195.98,,
N16700600051,N16700600051,,"Belmont House, Well Bank, Well, Bedale, North Yorkshire, DL8 2QG",DL8 2QG,54.23120,-1.59215,Y,1995-04-01,,2700,IF3S,Workshop Store And Premises,#N/A,#N/A,,-1325.70,,
N16709000110,N16709000110,,"The Granary, Well Bank, Well, Bedale, North Yorkshire, DL8 2QF",DL8 2QF,54.23091,-1.59174,Y,2017-03-20,,4250,CO,Office (Excluding Central & Local Gov'T),#N/A,#N/A,,-2086.75,,
N16709001000,N16709001000,Orange Pcs Ltd,"Telecom Mast Site Ref Nyk0141, Whitwell Hill, Thiefgate Lane, Well, Bedale, DL8 2QN",DL8 2QN,54.22412,-1.62225,Y,2005-04-01,,7100,MT1,Communication Station And Premises,#N/A,#N/A,,#N/A,,
N16709001150,N16709001150,The Millbank Arms (Well) Ltd,"The Millbank Arms, Well, Bedale, North Yorkshire, DL8 2PX",DL8 2PX,54.23334,-1.59316,Y,2007-07-02,,8600,CL,Public House,#N/A,#N/A,,-4334.40,,
N16709001800,N16709001800,,"Polkester, Well, Bedale, North Yorkshire, DL8 2QF",DL8 2QF,54.23091,-1.59174,Y,2010-08-01,,2400,CH1,Self Catering Holiday Unit And Premises,#N/A,#N/A,,-1097.99,,
