Property reference number,Ratepayer,Address,Postcode,Latitude,Longitude,Liability start date,Current Analysis Code Description,Rateable value,Current Relief Type,Current Relief Type Description,Current Relief Award Start Date,Current Relief Award End Date,Current Property Exemption Code,Current Prop Exemption Description,Current Prop Exemption Start Date,Current Prop Exemption End Date
66340700022N,,"82, Woodhead Road, Holmfirth., HD9 2PR",HD9 2PR,53.56592,-1.80027,1990-04-01,Workshops,7400,SBRE,Small Business Relief England,2005-04-01,,,,,
05642000100N,,"Unit 1a, Bullrush Business Park, Bradford Road, Batley, WF17 8HF",WF17 8HF,53.72160,-1.64549,2013-08-01,Workshops,4600,SBRE,Small Business Relief England,2013-08-01,,,,,
31420000561N,,"Nr 56, Lady Ann Road, Soothill, Batley, WF17 0PY",WF17 0PY,53.71559,-1.62200,1990-04-01,Shops,980,SBRE,Small Business Relief England,2005-04-01,,,,,
12560007500N,Tesco Family Dining Limited,"Tesco Cafe, Bradford Road, Batley, WF17 5TJ",WF17 5TJ,53.71398,-1.62959,2015-04-01,Restaurants,42000,,,,,,,,
12560008500N,Tesco Mobile Limited,"Tesco Mobile, Bradford Road, Batley, WF17 5TJ",WF17 5TJ,53.71398,-1.62959,2015-04-01,Shops,1800,,,,,,,,
62020090506N,Tesco Personal Finance Plc,"Atm Site At Tesco Express, Wakefield Road, Dewsbury, WF12 8AJ",WF12 8AJ,53.69115,-1.61355,2010-04-01,Other Commercial,11250,,,,,,,,
06940002001N,Tesco Personal Finance Plc,"Atm Site, At Tesco Store, Brook Street, Huddersfield, HD1 1RW",HD1 1RW,53.65031,-1.78244,2010-04-01,Other Commercial,22500,,,,,,,,
17260000625N,Tesco Personal Finance Plc,"Atm Site At, 62, Edge Top Road, Dewsbury, WF12 0BH",WF12 0BH,53.66335,-1.63307,2012-03-09,Other Commercial,5900,,,,,,,,
32570003335N,Tesco Personal Finance Plc,"Atm Site At, Tesco Express 303, Leeds Road, Dewsbury, WF12 7DR",WF12 7DR,53.69827,-1.61524,2012-08-17,Other Commercial,3750,,,,,,,,
61990000115N,Tesco Personal Finance Plc,"Atm Site At , 108/112, Wakefield Road, Clayton West, Huddersfield, HD8 9HU",HD8 9HU,53.59220,-1.62192,2010-10-01,Other Commercial,5900,,,,,,,,
41420090001N,Tesco Personal Finance Plc,"Atm Site At Tesco Stores Ltd, Northgate, Cleckheaton, BD19 3HS",BD19 3HS,53.72479,-1.71386,2010-04-01,Other Commercial,16500,,,,,,,,
12560000511N,Tesco Personal Finance Plc,"Atm Site At Tesco Stores, Bradford Road, Batley, WF17 5TJ",WF17 5TJ,53.71398,-1.62959,2010-04-01,Other Commercial,17750,,,,,,,,
36360000261N,Tesco Personal Finance Plc,"Atm At Tesco Express, Smithies Lane, Birstall, Batley, WF17 9EN",WF17 9EN,53.73159,-1.66070,2010-04-01,Other Commercial,11250,,,,,,,,
23930002133N,Tesco Personal Finance Plc,"Atm At, Tesco Express, Halifax Road, Birchencliffe, Huddersfield, HD3 3QP",HD3 3QP,53.66757,-1.82435,2015-06-01,Other Commercial,11250,,,,,,,,
67500100003N,Tesco Personal Finance Plc,"Site Of Atm Tesco Express , New Hey Road, Marsh, Huddersfield, HD3 4AH",HD3 4AH,53.65162,-1.80971,2015-04-01,Other Commercial,11250,,,,,,,,
62003000701N,Tesco Personal Finance Plc,"Atm At Tesco Express, 349, Wakefield Road, Dalton, Huddersfield, HD5 8DQ",HD5 8DQ,53.64535,-1.75902,2018-04-01,Other Commercial,5950,,,,,,,,
32600008645N,Tesco Personal Finance Plc,"Atm At 862, Leeds Road, Huddersfield, HD2 1UU",HD2 1UU,53.67845,-1.74111,2018-04-01,Other Commercial,2000,,,,,,,,
12560006500N,Tesco Personal Finance Plc,"Tesco Currency, Bradford Road, Batley, WF17 5TJ",WF17 5TJ,53.71398,-1.62959,2015-04-01,Other Commercial,5000,,,,,,,,
06940002000N,Tesco Stores Ltd,"_, Brook Street, Huddersfield, HD1 1EB",HD1 1EB,53.64960,-1.78246,1990-04-01,Superstore,790000,,,,,,,,
41420090000N,Tesco Stores Ltd,"_, Northgate, Cleckheaton, BD19 3LQ",BD19 3LQ,53.72654,-1.71320,1990-04-01,Shops,372500,,,,,,,,
36360000161N,Tesco Stores Ltd,"Tesco Express, Smithies Lane, Birstall, Batley, WF17 9EN",WF17 9EN,53.73159,-1.66070,2004-10-12,Shops,39500,,,,,,,,
33840001920N,Tesco Stores Ltd,"192, Long Lane, Dalton, Huddersfield, HD5 9SF",HD5 9SF,53.64991,-1.75009,2004-12-07,Shops,20500,,,,,,,,
62003000700N,Tesco Stores Ltd,"349, Wakefield Road, Dalton, Huddersfield, HD5 8DE",HD5 8DE,53.64574,-1.75964,2008-05-24,Petrol Filling Station,133000,,,,,,,,
62020090505N,Tesco Stores Ltd,"Tesco Express, Wakefield Road, Dewsbury, WF12 8AJ",WF12 8AJ,53.69115,-1.61355,2009-03-05,Petrol Filling Station,110000,,,,,,,,
61990000112N,Tesco Stores Ltd,"108/112, Wakefield Road, Clayton West, Huddersfield, HD8 9HU",HD8 9HU,53.59220,-1.62192,2010-10-01,Shops,61000,,,,,,,,
32600008644N,Tesco Stores Ltd,"Tesco Express, 862, Leeds Road, Bradley, Huddersfield, HD2 1UU",HD2 1UU,53.67845,-1.74111,2010-12-01,Shops,59000,,,,,,,,
28670000001N,Tesco Stores Ltd,"130, Huddersfield Road, Mirfield, WF14 8AT",WF14 8AT,53.67413,-1.69531,2012-01-20,Shops,64000,,,,,,,,
32570003330N,Tesco Stores Ltd,"Tesco Express, 303,, Leeds Road, Dewsbury, WF12 7DR",WF12 7DR,53.69827,-1.61524,2012-08-17,Shops,49250,,,,,,,,
23930002132N,Tesco Stores Ltd,"Tesco Express, Halifax Road, Birchencliffe, Huddersfield, HD3 3QP",HD3 3QP,53.66757,-1.82435,2014-11-18,Shops,47750,,,,,,,,
67500100004N,Tesco Stores Ltd,"Tesco Express , New Hey Road, Marsh, Huddersfield, HD3 4AH",HD3 4AH,53.65162,-1.80971,2015-04-01,Shops,29000,,,,,,,,
12560005500N,Tesco Stores Ltd,"Tesco Store, Bradford Road, Batley, WF17 5TJ",WF17 5TJ,53.71398,-1.62959,2015-04-01,Superstore,2130000,,,,,,,,
71470200012N,Test Instrument Solutions Limited,"Unit 12/14, Luddite Way Business Park, Rawfolds Way, Cleckheaton, BD19 5DQ",BD19 5DQ,53.71907,-1.70329,2018-04-30,Workshops,14750,SBRE,Small Business Relief England,2018-04-30,,,,,
55330000075N,Testing Services Ltd,"Unit 7 S, Ponderosa Business Park, Smithies Lane, Heckmondwike, WF16 0PN",WF16 0PN,53.69879,-1.66892,2018-07-01,Business Unit,4850,,,,,,,,
55330000065N,Testing Services Ltd,"Ponderosa Business Park, Unit 6s, Smithies Lane, Heckmondwike, WF16 0PN",WF16 0PN,53.69879,-1.66892,2018-04-01,New - Awaiting Valuation,0,,,,,,,,
06700060037N,Textronix Ltd,"Unit 10, Scout Hill Mills, Broad Street, Dewsbury, WF13 3RL",WF13 3RL,53.69318,-1.65915,2003-11-26,Warehouses,10000,SBRE,Small Business Relief England,2005-04-01,,,,,
30660100028N,Tfs Stores Ltd,"Kingsgate Centre, Unit 25, King Street, Huddersfield, HD1 2QB",HD1 2QB,53.64593,-1.77911,2009-04-01,Shops,17500,,,,,,,,
25190000055N,Tg Production Supply Ltd,"Unit 18e, Heath House Mills, Heath House, Golcar, Huddersfield, HD7 4JW",HD7 4JW,53.63696,-1.86433,2016-04-01,Warehouses,1400,SBRE,Small Business Relief England,2016-04-01,,,,,
08550067688N,Th Pharma Ltd,"5a,, Providence Street, Batley, WF17 5QW",WF17 5QW,53.71309,-1.63572,2017-06-23,Other Commercial,1725,SBRE,Small Business Relief England,2017-06-23,,,,,
04890000963N,Th3m Architects Ltd,"Gnd Flr Phoenix House, 96, Blacker Road, Birkby, Huddersfield, HD1 5HH",HD1 5HH,53.65651,-1.79305,2016-08-18,Office (Excluding Central & Local Gov'T),4300,SBRE,Small Business Relief England,2016-08-18,,,,,
54420000051N,Thai Sakon Ltd,"5, St Johns Road, Huddersfield, HD1 5AY",HD1 5AY,53.65046,-1.78424,2005-08-01,Restaurants,12250,SBRE,Small Business Relief England,2005-08-19,,,,,
17190000040N,Th'Alma Ltd,"Th'Alma, 4, Edge Hill, Linthwaite, Huddersfield, HD7 5TD",HD7 5TD,53.62597,-1.84752,2013-08-05,Public House,8400,SBRE,Small Business Relief England,2013-08-07,,,,,
28610006840N,,"684, Huddersfield Road, Ravensthorpe, Dewsbury, WF13 3HU",WF13 3HU,53.67792,-1.66758,2017-03-22,Shops,3750,SBRE,Small Business Relief England,2017-03-22,,,,,
28970000012N,,"5, Imperial Arcade, New Street, Huddersfield, HD1 2BR",HD1 2BR,53.64527,-1.78371,2012-08-31,Shops,7700,SBRE,Small Business Relief England,2012-08-31,,,,,
23940000522N,,"Rhs 52, Halifax Road, Liversedge, WF15 6JL",WF15 6JL,53.71004,-1.68984,2013-08-26,Other Commercial,4600,SBRE,Small Business Relief England,2013-08-26,,,,,
47030000050N,The Agency (Recruitment) Limited,"5, Railway Street, Cleckheaton, BD19 3HR",BD19 3HR,53.72439,-1.71429,2007-09-10,Shops,3250,SBRE,Small Business Relief England,2007-09-10,,,,,
55350100061N,The Al Nawab Limited,"Ground & Basement, 17/19, Station Road, Mirfield, WF14 8LN",WF14 8LN,53.67325,-1.69258,2018-01-25,Restaurants,10750,SBRE,Small Business Relief England,2018-01-25,,,,,
28610002991N,The Autocentre (Dewsbury) Limited,"Vehicle Repair Workshop, 299, Huddersfield Road, Dewsbury, WF13 3RW",WF13 3RW,53.68222,-1.64996,2012-01-01,Vehicle Repair Workshop,12000,SBRE,Small Business Relief England,2017-03-31,,,,,
03060002310N,The Bagden Group Limited,"Dunkirk Inn, 231, Barnsley Road, Denby Dale, Huddersfield, HD8 8TX",HD8 8TX,53.56820,-1.64182,2016-05-18,Public House,54500,PUBR,Public House Relief,2018-04-01,31/03/2019,,,,
02190100041N,The Barre (Uk) Limited,"Unit 4 Moorlands Small Business Centre, Balme Road, Cleckheaton, BD19 4EW",BD19 4EW,53.73080,-1.71347,2017-08-01,Workshops,2650,SBRE,Small Business Relief England,2017-08-01,,,,,
60380000291N,The Basement Recovery Project,"29, Union Street, Dewsbury, WF13 1BA",WF13 1BA,53.69201,-1.63039,2015-01-07,Office (Excluding Central & Local Gov'T),9000,DIS,Discretionary Relief,2018-04-01,31/03/2019,,,,
60340000030N,The Basement Recovery Project,"Union Bank, 3, Union Bank Yard, New Street, Huddersfield, HD1 2BP",HD1 2BP,53.64498,-1.78380,2015-07-08,Office (Excluding Central & Local Gov'T),33000,DIS,Discretionary Relief,2018-04-01,31/03/2019,,,,
28670006910N,The Bathing Rooms Ltd,"Fold Head Mills, ., Huddersfield Road, Mirfield, WF14 8BJ",WF14 8BJ,53.67431,-1.69639,2018-08-15,Showrooms,33500,,,,,,,,
05640000111N,The Batley And Spenborough Astronomical Society,"Milner K Ford Observatory, Wilton Park, Off Woodlands Road, Batley, WF17 0AS",WF17 0AS,53.72839,-1.64547,2010-04-01,Other Miscellaneous,1300,SBRE,Small Business Relief England,2010-10-01,,,,,
12550010001N,The Beauty Shop (Huddersfield) Limited,"Gill Gate House, 5., Commercial Road, Skelmanthorpe, Huddersfield, HD8 9DA",HD8 9DA,53.59162,-1.65069,2014-10-10,Office (Excluding Central & Local Gov'T),11500,SBRE,Small Business Relief England,2014-12-01,,,,,
61220000230N,The Bell Group Ltd,"Unit 7, Valley Road Business Park, Valley Road, Liversedge, WF15 6JY",WF15 6JY,53.71092,-1.69155,2016-03-01,Office (Excluding Central & Local Gov'T),20750,,,,,,,,
03610100200N,The Berkeley Square Common Investment Fund Limited,"Unit 20, Ringway Industrial Estate, Beck Road, Huddersfield, HD1 5BG",HD1 5BG,,2017-07-25,Warehouses,25750,,,,,,,,
65870001227N,The Bigger Boat Design And Marketing Ltd,"Suite 7 Gnd Flr, The Watermill, Wheatley Park, Woodbottom, WF14 8HE",WF14 8HE,53.66343,-1.68065,2016-06-13,Office (Excluding Central & Local Gov'T),28000,,,,,,,,
02460002002N,The Bionic Chef Ltd,"Cafe, Barncliffe Mills, Near Bank, Shelley, HD8 8LU",HD8 8LU,53.59134,-1.68699,2018-10-01,Cafes,14250,SBRE,Small Business Relief England,2018-10-01,,,,,
36620000011N,The Black Bull (Shepley 1) Ltd,"Black Bull Hotel, 1, Marsh Lane, Shepley, Huddersfield, HD8 8AE",HD8 8AE,53.58400,-1.71042,2013-12-23,Public House,12000,SBRE,Small Business Relief England,2014-08-06,,,,,
61590000050N,The Black Cat Bistro (Holmfirth) Limited,"5, Victoria Square, Holmfirth, HD9 2DN",HD9 2DN,53.56961,-1.78618,2015-05-29,Restaurants,3950,SBRE,Small Business Relief England,2015-07-01,,,,,
08720067540N,The Board Of Governors,"Batley Grammar School (Boys), Carlinghow Hill, Batley, WF17 0AD",WF17 0AD,53.72202,-1.64073,1990-04-01,Private Schools & Colleges,139000,MAND,Mandatory Charitable Relief,1990-04-01,,,,,
30660100003N,The Body Shop International Limited,"Kingsgate Centre, Unit 3, King Street, Huddersfield, HD1 2QB",HD1 2QB,53.64593,-1.77911,2006-10-30,Shops,66500,,,,,,,,
71040100070N,The Boiling Tap Company Ltd,"Unit 8, Ashley Industrial Estate, Bradley Junction, Bradley Huddersfield, HD2 1UR",HD2 1UR,53.67548,-1.74361,2018-05-04,Workshops,4500,SBRE,Small Business Relief England,2018-05-04,,,,,
30660000220N,The Boots Co Plc,"22, King Street, Huddersfield, HD1 2QW",HD1 2QW,,1990-04-01,Shops,362500,,,,,,,,
46080100030N,The Bosun'S Brewing Co Ltd,"Unit 4, Prospect Business Centre, Prospect House, Prospect Street, Huddersfield, HD1 2NU",HD1 2NU,53.64250,-1.78710,2018-10-29,Warehouses,14500,SBRE,Small Business Relief England,2018-10-29,,,,,
48310001560N,The Bridal Studio At Roberttown Ltd,"156, Roberttown Lane, Liversedge, WF15 7LT",WF15 7LT,53.69987,-1.70418,2015-05-19,Shops,4600,SBRE,Small Business Relief England,2015-05-19,,,,,
00970400061N,The Bridgewood Trust,"Unit 6 St Pauls House, Brooke'S Mill, Armitage Road, Armitage Bridge, Huddersfield, HD4 7NR",HD4 7NR,53.61830,-1.79890,1993-06-10,Office (Excluding Central & Local Gov'T),18000,MAND,Mandatory Charitable Relief,1993-06-10,,,,,
05640000010N,The Carpet & Vinyl Showroom (Heckmondwike) Ltd,"Unit B, Birstall Retail Village, Bradford Road, Birstall, Batley, WF17 9PH",WF17 9PH,53.73096,-1.66525,2009-01-10,Showrooms,22250,,,,,,,,
30660000269N,The Carphone Warehouse Ltd,"23, King Street, Huddersfield, HD1 2PZ",HD1 2PZ,53.64587,-1.78080,2004-08-09,Shops,36000,,,,,,,,
39860001000N,The Childrens Place Limited,"_, Netherfield Road, Dewsbury, WF13 3JY",WF13 3JY,53.67783,-1.66159,1994-05-09,Day Nursery And Premises,13750,,,,,,,,
00140000400N,The Childrens Place Ltd,"Huddersfield Royal Infirmary, Acre Street, Lindley, Huddersfield, HD3 3EA",HD3 3EA,53.65549,-1.81634,2011-05-28,Day Nursery And Premises,16000,,,,,,,,
25060090418N,The Childrens Place Ltd,"The Childrens Place Dewsbury And District Hospital, Halifax Road, Dewsbury, WF13 4HS",WF13 4HS,53.70227,-1.65188,2010-04-01,Day Nursery And Premises,19750,,,,,,,,
24201000030N,The Clock House Hd1 Limited,"3-5, Hammonds Yard, King Street, Huddersfield, HD1 2QT",HD1 2QT,53.64555,-1.77982,2018-11-01,Office (Excluding Central & Local Gov'T),19500,,,,,,,,
41000002010N,The Coaching Inn Group Ltd,"Old Bridge Hotel, Norridge Bottom, Holmfirth, HD9 7BB",HD9 7BB,53.57072,-1.78703,2001-04-04,Hotel,103000,,,,,,,,
77320000111N,The Cold Group Ltd,"Unit 11, Station Court, Park Mill Way, Clayton West Huddersfield, HD8 3QD",HD8 3QD,,2017-05-26,Workshops,6000,SBRE,Small Business Relief England,2017-06-01,,,,,
72960009820N,The Commercial (Outlane) Limited,"The Commercial, 982, New Hey Road, Outlane, Huddersfield, HD3 3JF",HD3 3JF,53.66052,-1.82372,2014-11-01,Public House,5750,SBRE,Small Business Relief England,2014-11-01,,,,,
06550000011N,The Committee & Members,"Brighton Street Wmc, Brighton Street, Heckmondwike, WF16 9EY",WF16 9EY,53.71261,-1.67254,1990-04-01,Club (Social),9400,SBRE,Small Business Relief England,2007-04-01,,,,,
47460000030N,The Committee & Members,"Marsden Liberal Club, Ready Carr Road, Marsden, Huddersfield, HD7 6EU",HD7 6EU,53.59988,-1.92530,1990-04-01,Club (Social),7100,SBRE,Small Business Relief England,2005-04-01,,,,,
53220001331N,The Committee & Members,"Hillside Tennis Club, 133, Spen Lane, Gomersal, Clekcheaton, BD19 4EB",BD19 4EB,53.73456,-1.71346,1990-04-01,Other Leisure,2350,SBRE,Small Business Relief England,2010-04-01,,,,,
49120000090N,The Committee & Members,"Rowley Hill W M C, 9, Rowley Hill, Lepton, Huddersfield, HD8 0JF",HD8 0JF,53.62948,-1.71481,1990-04-01,Club (Social),3650,SBRE,Small Business Relief England,2005-04-01,,,,,
28650001621N,The Committee & Members Liversedge Tennis Club,"Liversedge Tennis Club, Huddersfield Road, Liversedge, WF15 7BZ",WF15 7BZ,53.70225,-1.69597,1990-04-01,Other Leisure,3000,SBRE,Small Business Relief England,2007-04-01,,,,,
46080090000N,The Committee & Members Of Central Youth Club,"_, Prospect Street, Huddersfield, HD1 2NX",HD1 2NX,53.64278,-1.78949,1990-04-01,Clubhouses,11750,MAND,Mandatory Charitable Relief,1990-04-01,,,,,
39900002140N,The Committee & Members Of Puleside Wmc,"Puleside Wmc, Old Mount Road, Marsden, Huddersfield, HD7 6NN",HD7 6NN,53.59402,-1.93590,1990-04-01,Club (Social),1975,SBRE,Small Business Relief England,2005-04-01,,,,,
15010000470N,The Committee And Members Of Dalton Cricket & Bowling Club,"_, Dalton Fold Road, Dalton, Huddersfield, HD5 9NL",HD5 9NL,53.65078,-1.76274,1990-04-01,Sports Grounds,3950,SBRE,Small Business Relief England,2007-04-01,,,,,
23970000530N,The Committee And Members Of Hall Bower Ath Club And Inst,"53, Hall Bower, Newsome, Huddersfield, HD4 6RR",HD4 6RR,53.62347,-1.77894,1990-04-01,Club (Social),2800,SBRE,Small Business Relief England,2005-04-01,,,,,
07480001290N,The Committee Rawthorpe Community Assoc.,"129, Brown Royd Avenue, Rawthorpe, Huddersfield, HD5 9QA",HD5 9QA,53.65562,-1.75949,1990-04-01,Community Centres Etc,5600,SBRE,Small Business Relief England,2016-04-01,,,,,
39740000100N,The Contractors Guild Ltd,"2/4, Gelderd Road, Birstall, Batley, WF17 9PX",WF17 9PX,53.73312,-1.65748,2010-10-22,Office (Excluding Central & Local Gov'T),8300,SBRE,Small Business Relief England,2011-02-28,,,,,
35700008192N,The Co-Operative Banking Group,"Atm Site At, 819, Manchester Road, Huddersfield, HD4 5SX",HD4 5SX,53.63708,-1.83032,2010-04-01,Other Commercial,8300,,,,,,,,
77070100490N,The Cosmetic People Limited,"Store No 49, Queensgate Market, Princess Alexandra Walk, Huddersfield, HD1 2RD",HD1 2RD,53.64419,-1.78004,2017-11-01,Stores,255,,,,,,,,
36250000201N,The Cosmetic People Limited,"Shop 20 Queensgate Market, Princess Alexandra Walk, Huddersfield, HD1 2RS",HD1 2RS,53.64447,-1.78064,2017-11-01,Shops,8900,SBRE,Small Business Relief England,2017-11-01,,,,,
45890000040N,The County Huddersfield Ltd,"County Hotel, 4, Princess Street, Huddersfield, HD1 2TT",HD1 2TT,53.64337,-1.78287,2016-02-26,Public House,12500,SBRE,Small Business Relief England,2016-02-26,,,,,
45890000040N,The County Huddersfield Ltd,"County Hotel, 4, Princess Street, Huddersfield, HD1 2TT",HD1 2TT,53.64337,-1.78287,2016-02-26,Public House,12500,PUBR,Public House Relief,2017-04-01,31/03/2019,,,,
67080000080N,The Courtyard Huddersfield Limited,"Wormalds Yard, 6-8, King Street, Huddersfield, HD1 2QR",HD1 2QR,53.64543,-1.77985,2012-04-01,Office (Excluding Central & Local Gov'T),13000,,,,,,,,
67080000041N,The Courtyard Huddersfield Limited,"Wormalds Yard, 4, King Street, Huddersfield, HD1 2QR",HD1 2QR,53.64543,-1.77985,2017-05-10,Office (Excluding Central & Local Gov'T),8200,EPRN,Empty Property Rate Non-Industrial,2017-08-10,,,,,
59950000010N,The Craft Union Pub Company Limited,"Olde Hatte Hotel, 1, Trinity Street, Huddersfield, HD1 4DA",HD1 4DA,53.64687,-1.78665,2016-03-14,Public House,9250,,,,,,,,
62110001830N,The Craft Union Pub Company Limited,"Crown Inn, 183, Wakefield Road, Scissett, Huddersfield, HD8 9JL",HD8 9JL,53.58837,-1.62649,2017-05-08,Public House,13500,,,,,,,,
36300000770N,The Craft Union Pub Company Limited,"The Wyke Horse, 77, Market Place, Heckmondwike, WF16 0EZ",WF16 0EZ,53.70705,-1.67505,2017-06-05,Public House,37750,,,,,,,,
00380000010N,The Craft Union Pub Company Limited,"Albert Hotel, Victoria Lane, Huddersfield, HD1 2QF",HD1 2QF,53.64498,-1.78208,2017-07-10,Public House,8800,,,,,,,,
28030000511N,The Crossroads Project ,"Office Lhs 2nd Floor, Oddfellows Hall, 33, Holmfirth Road, Meltham, Holmfirth, HD9 4BX",HD9 4BX,53.59105,-1.84967,1997-04-01,Office (Excluding Central & Local Gov'T),7400,SBRE,Small Business Relief England,2010-10-01,,,,,
22940000010N,The Crossroads Project ,"1, Greens End Road, Meltham, Holmfirth, HD9 5NW",HD9 5NW,53.59193,-1.85212,2018-09-01,Betting Shops,4650,EPCH,Empty Property Rate Charitable,2018-09-01,,,,,
44410000401N,The Cuckoo'S Nest (Marsden Charity Shop),"40, Peel Street, Marsden, Huddersfield, HD7 6BW",HD7 6BW,53.60072,-1.92682,2001-04-30,Shops,6900,MAND,Mandatory Charitable Relief,2010-04-01,,,,,
44410000380N,The Cuckoo'S Nest (Marsden Charity Shop),"38, Peel Street, Marsden, Huddersfield, HD7 6BW",HD7 6BW,53.60072,-1.92682,2007-09-01,Shops,3600,MAND,Mandatory Charitable Relief,2007-09-01,,,,,
37330001817N,The Cycle Division Limited,"Unit 17/18 , Park Valley Mills, Meltham Road, Lockwood, Huddersfield, HD4 7BH",HD4 7BH,53.62471,-1.80407,2017-03-08,Warehouses,36500,,,,,,,,
19220100224N,The Dark Ages Charitable Trust,"Unit 22, New Ing Mills, Field Lane, Batley, WF17 5HP",WF17 5HP,53.71203,-1.62906,2017-02-01,Workshops,10750,SBRE,Small Business Relief England,2017-04-01,,,,,
48070000021N,The Denby Dale Centre Limited,"(Old Salvation Army Hall), The Hub, 5a, Riley Lane, Kirkburton, Huddersfield, HD8 0RZ",HD8 0RZ,53.61038,-1.70578,2006-08-01,Community Centres Etc,5100,MAND,Mandatory Charitable Relief,2006-08-01,,,,,
40980402121N,The Denby Dale Centre Limited,"Unit 12b, Springfield Mills, Norman Road, Denby Dale, Huddersfield, HD8 8TH",HD8 8TH,53.57187,-1.65762,2015-04-01,Showrooms,2900,MAND,Mandatory Charitable Relief,2015-04-01,,,,,
40980400060N,The Denby Dale Centre Limited,"Unit 6, Springfield Mills, Norman Road, Denby Dale, Huddersfield, HD8 8TH",HD8 8TH,53.57187,-1.65762,2015-04-01,Shops,3850,MAND,Mandatory Charitable Relief,2015-04-01,,,,,
62010003450N,The Denby Dale Hair Studio Ltd,"345, Wakefield Road, Denby Dale, Huddersfield, HD8 8RT",HD8 8RT,53.57313,-1.65558,2008-06-04,Shops,14000,SBRE,Small Business Relief England,2008-06-09,,,,,
52980003001N,The Department For Work And Pensions,"Crownhouse, Part Ground Floor, Southgate, Huddersfield, HD1 1QX",HD1 1QX,53.64816,-1.77937,2015-04-01,Office (Excluding Central & Local Gov'T),8400,,,,,,,,
