Property reference number,BA reference number,Address,Postcode,Latitude,Longitude,Liability start date,Rateable value,VOA code,VOA description
N08027620119,010003029880,"9 & 10 Cathedral Units, St Agnesgate Phoenix Business Centre, Low Mill Road, Ripon, North Yorkshire, HG4 1NA",HG4 1NA,54.13405,-1.51764,2012-11-05,8300,CW,WAREHOUSE AND PREMISES
N08027620120,010003029877,"Ground & 1st Floor Offices, The Coach House, Phoenix Business Centre, Low Mill Road, Ripon, HG4 1NA",HG4 1NA,54.13405,-1.51764,2016-03-03,10750,CO,Offices and Premises
N08027629111,010003029881,"Offices, St Agnesgate, Phoenix Business Centre, Low Mill Road, Ripon, HG4 1NA",HG4 1NA,54.13405,-1.51764,2016-01-04,7800,CO,OFFICES AND PREMISES
N08027629112,010003029882,"Garages, St Agnesgate, Phoenix Business Centre, Low Mill Road, Ripon, HG4 1NA",HG4 1NA,54.13405,-1.51764,2016-07-15,1600,CG2,GARAGE
N08027828003,010003029884,"Wi Office, Alma House, Low St Agnesgate, Ripon, North Yorkshire, HG4 1NG",HG4 1NG,54.13353,-1.51711,1997-09-01,11750,CO,OFFICES & PREMISES
N08028000131,100052009703,"13, Low Skellgate, Ripon, North Yorkshire, HG4 1BE",HG4 1BE,54.13479,-1.52584,2008-04-01,13750,IF3,WORKSHOP AND PREMISES
N08028000350,100050427238,"The Yorkshire Rose, 35, Low Skellgate, Ripon, North Yorkshire, HG4 1BG",HG4 1BG,54.13455,-1.52588,2011-07-18,3900,CL,Public House and Premises
N08028000360,100052184152,"36, Low Skellgate, Ripon, North Yorkshire, HG4 1BG",HG4 1BG,54.13455,-1.52588,2009-05-18,6900,CS7,SHOWROOM AND PREMISES
N08028009010,010003033741,"Kwik Fit, Low Skellgate, Ripon, North Yorkshire, HG4 1ST",HG4 1ST,54.12919,-1.52749,1995-04-01,22000,CG1,VEHICLE REPAIR WORKSHOP AND PREMISES
N08028009030,100052009428,"The Old Opera House, Water Skellgate, Ripon, HG4 1BH",HG4 1BH,54.13527,-1.52404,1995-04-01,12250,CS7,Showroom and Premises
N08029009030,100052210362,"Mallorie Park Drive(Football Gr), Ripon, North Yorkshire, HG4 2QD",HG4 2QD,54.13396,-1.53163,1995-04-01,5300,LS5,FOOTBALL GROUND AND PREMISES
N08029009040,100052009942,"Mallorie Park Drive (Sports Gr), Ripon, North Yorkshire, HG4 2QD",HG4 2QD,54.13396,-1.53163,1995-04-01,11500,LS,SPORTS GROUND AND PREMISES
N08029800010,010003029890,"1, Market Place East, Ripon, HG4 1BP",HG4 1BP,54.13648,-1.523,1995-04-01,18000,CS,BANK AND PREMISES
N08029800040,010003029891,"4, Market Place East, Ripon, HG4 1BP",HG4 1BP,54.13648,-1.523,2010-05-20,28250,CS,Shop and Premises
N08029800051,010003013201,"5, Market Place East, Ripon, HG4 1BP",HG4 1BP,54.13648,-1.523,2010-04-01,605000,CS9,Superstore and Premises
N08029800052,,"Atm Site, 5, Market Place East, Ripon, HG4 1BP",HG4 1BP,54.13648,-1.523,2010-04-01,3750,CX,Site of Atm and Premises
N08029800062,010003013159,"6, Market Place East, Ripon, HG4 1BP",HG4 1BP,54.13648,-1.523,2013-04-01,18750,CS,Shop and Premises
N08029800070,010003029893,"7, Market Place East, Ripon, HG4 1BU",HG4 1BU,54.1348,-1.52362,1995-04-01,41000,CS1,BANK AND PREMISES
N08029800082,010003013160,"8, Market Place East, Ripon, HG4 1BW",HG4 1BW,54.13686,-1.52358,2001-05-18,27000,CS,Shop and Premises
N08029800110,010003013155,"11, Market Place East, Ripon, HG4 1BP",HG4 1BP,54.13648,-1.523,2017-01-03,52000,CS,SHOP AND PREMISES
N08029800130,010003013156,"13, Market Place East, Ripon, HG4 1BP",HG4 1BP,54.13648,-1.523,1995-04-01,45500,CS,SHOP AND PREMISES
N08029800140,010003013157,"14, Market Place East, Ripon, HG4 1BP",HG4 1BP,54.13648,-1.523,2011-08-02,11250,CS,Shop and Premises
N08029800150,010003029895,"15, Market Place East, Ripon, HG4 1BP",HG4 1BP,54.13648,-1.523,1995-04-01,17500,CS,SHOP AND PREMISES
N08029800171,010003029896,"17a, Market Place North, Ripon, HG4 1BW",HG4 1BW,54.13686,-1.52358,2006-09-12,30750,CS,SHOP AND PREMISES
N08029800172,010003029897,"17, Market Place North, Ripon, HG4 1BW",HG4 1BW,54.13686,-1.52358,1995-04-01,26500,CS,OFFICES AND PREMISES
N08029800180,200002462564,"18, Market Place North, Ripon, HG4 1BW",HG4 1BW,54.13686,-1.52358,2006-11-04,32000,CS,shop and premises
N08029800190,010003029898,"19, Market Place North, Ripon, HG4 1BW",HG4 1BW,54.13686,-1.52358,1996-07-15,24000,CS,SHOP AND PREMISES
N08029800200,010003029899,"20, Market Place North, Ripon, HG4 1BW",HG4 1BW,54.13686,-1.52358,1995-04-01,35000,CS,SHOP AND PREMISES
N08029800230,010003029900,"23, Market Place West, Ripon, HG4 1BN",HG4 1BN,54.13642,-1.52428,1995-04-01,44500,CS,SHOP AND PREMISES
N08029800231,010034598600,"R/O, 23, Market Place West, Ripon, HG4 1BN",HG4 1BN,54.13642,-1.52428,1995-04-01,11750,CS2,BETTING SHOP AND PREMISES
N08029800240,010003029902,"24, Market Place West, Ripon, HG4 1BN",HG4 1BN,54.13642,-1.52428,1995-04-01,25250,CS,SHOP AND PREMISES
N08029800243,010003029903,"1st & 2nd Floors, 24, Market Place West, Ripon, HG4 1BN",HG4 1BN,54.13642,-1.52428,2009-11-04,8100,CO,OFFICES AND PREMISES
N08029800250,010003029904,"25, Market Place West, Ripon, HG4 1BN",HG4 1BN,54.13642,-1.52428,2017-09-01,16750,CS,SHOP AND PREMISES
N08029800251,010003029905,"1st & 2nd Floors, 25a, Market Place West, Ripon, HG4 1BN",HG4 1BN,54.13642,-1.52428,2017-09-01,6800,CO,OFFICES AND PREMISES
N08029800260,010003029906,"26, Market Place West, Ripon, HG4 1BN",HG4 1BN,54.13642,-1.52428,1995-04-01,21000,CS,SHOP AND PREMISES
N08029800275,010023252843,"Ripon Natural Health Centre, 27, Market Place West, Ripon, HG4 1BN",HG4 1BN,54.13642,-1.52428,2002-08-01,7600,CO,CONSULTING ROOMS AND PREMISES
N08029800277,010003029907,"Boots The Chemist Ltd (581), 27, Market Place West, Ripon, HG4 1BN",HG4 1BN,54.13642,-1.52428,2005-04-01,79500,CS,Shop and Premises
N08029800280,010003029910,"28/29, Market Place West, Ripon, HG4 1BN",HG4 1BN,54.13642,-1.52428,2018-08-28,62500,CR,Restaurant and Premises
N08029800300,010003029911,"30, Market Place West, Ripon, HG4 1BN",HG4 1BN,54.13642,-1.52428,1995-04-01,21250,CS1,BANK AND PREMISES
N08029800301,010003013179,"30a, Market Place West, Ripon, HG4 1BN",HG4 1BN,54.13642,-1.52428,1995-04-01,11000,CS,SHOP AND PREMISES
N08029800302,010003029912,"1st Floor, 30a, Market Place West, Ripon, HG4 1BN",HG4 1BN,54.13642,-1.52428,2011-06-01,3100,CO,OFFICE
N08029800310,010003029913,"31, Market Place West, Ripon, HG4 1BN",HG4 1BN,54.13642,-1.52428,2012-12-17,38000,CS,SHOP AND PREMISES
N08029800334,,"The Wakemans House, 33, Market Place South, Ripon, HG4 1BZ",HG4 1BZ,54.13584,-1.52356,2011-11-15,10000,CS,Shop and Premises
N08029800348,,"Room 5 First Floor, 34, Market Place South, Ripon, HG4 1BZ",HG4 1BZ,54.13584,-1.52356,2018-08-04,1450,CO,Offices and Premises
N08029800352,,"Room 3, Ground Floor, 34, Market Place South, Ripon, HG4 1BZ",HG4 1BZ,54.13584,-1.52356,2015-02-01,1800,CO,Offices and Premises
N08029800353,,"Room 4, First Floor, 34, Market Place South, Ripon, HG4 1BZ",HG4 1BZ,54.13584,-1.52356,2018-08-04,1925,CO,Offices and Premises
N08029800354,,"Room 6, First Floor, 34, Market Place South, Ripon, HG4 1BZ",HG4 1BZ,54.13584,-1.52356,2013-04-01,1750,CO,Offices and Premises
N08029800355,,"Room 7, First Floor, 34, Market Place South, Ripon, HG4 1BZ",HG4 1BZ,54.13584,-1.52356,2014-02-01,1450,CO,Offices and Premises
N08029800356,,"Room 8, First Floor, 34, Market Place South, Ripon, HG4 1BZ",HG4 1BZ,54.13584,-1.52356,2013-07-01,1275,CO,Offices and Premises
N08029800358,,"Room 11, Second Floor, 34, Market Place South, Ripon, HG4 1BZ",HG4 1BZ,54.13584,-1.52356,2015-12-01,940,CO,Offices and Premises
N08029800360,010003029915,"36, Market Place South, Ripon, HG4 1DH",HG4 1DH,54.13592,-1.52411,2019-02-01,21250,CS1,BANK AND PREMISES
N08029800361,,"Room 13, Second Floor, 34, Market Place South, Ripon, HG4 1BD",HG4 1BD,54.13556,-1.5248,2013-04-01,720,CO,Offices and Premises
N08029800362,,"34, Market Place South, Ripon, HG4 1BZ",HG4 1BZ,54.13584,-1.52356,2013-11-15,15750,CS,Shop and Premises
N08029800363,,"Room 9, Second Floor, 34, Market Place South, Ripon, HG4 1BZ",HG4 1BZ,54.13584,-1.52356,2015-02-01,970,CO,Offices and Premises
N08029800364,,"Room 10, Second Floor, 34, Market Place South, Ripon, HG4 1BZ",HG4 1BZ,54.13584,-1.52356,2015-01-14,820,CO,Offices and Premises
N08029800370,010003029916,"37, Market Place South, Ripon, HG4 1DG",HG4 1DG,54.13591,-1.52402,1996-12-30,36000,CS1,OFFICES AND PREMISES
N08029800384,,"Town Hall,  38, Market Place South, Ripon, HG4 1BZ",HG4 1BZ,54.13584,-1.52356,2008-04-01,24750,CO,Offices and Premises
N08029800391,010003031580,"40a, Market Place South, Ripon, HG4 1DA",HG4 1DA,54.1357,-1.52397,2017-05-25,11750,CO,Offices and Premises
N08029800392,010003031580,"39, Market Place South, Ripon, HG4 1BD",HG4 1BD,54.13556,-1.5248,1995-04-01,42750,CS1,BANK AND PREMISES
N08029800410,010003013163,"41, Market Place South, Ripon, HG4 1BZ",HG4 1BZ,54.13584,-1.52356,2017-07-01,18250,CR,RESTAURANT AND PREMISES
N08029800420,010003029918,"42, Market Place South, Ripon, HG4 1BZ",HG4 1BZ,54.13584,-1.52356,1995-04-01,12500,CS,SHOP AND PREMISES
N08029800421,010003029919,"First Floor Rear, 42, Market Place South, Ripon, HG4 1BZ",HG4 1BZ,54.13584,-1.52356,2007-08-31,1650,CO,OFFICE
N08029800422,010003029920,"First Floor (Front), 42, Market Place South, Ripon, HG4 1BZ",HG4 1BZ,54.13584,-1.52356,2007-03-19,2475,CO,OFFICES AND PREMISES
N08029800424,010003029921,"Second Floor Front, 42, Market Place South, Ripon, HG4 1BZ",HG4 1BZ,54.13584,-1.52356,2011-11-05,1800,CO,OFFICE
N08029800425,010003029922,"Second Floor Rear, 42, Market Place South, Ripon, HG4 1BZ",HG4 1BZ,54.13584,-1.52356,2009-03-31,920,CO,OFFICE
N08029800426,010003029923,"Third Floor Front, 42, Market Place South, Ripon, HG4 1BZ",HG4 1BZ,54.13584,-1.52356,2002-01-01,950,CO,OFFICE
N08029800427,010003029924,"First Floor (Middle), 42, Market Place South, Ripon, HG4 1BZ",HG4 1BZ,54.13584,-1.52356,1995-04-01,810,CW3,STORE
N08029800435,,"43, Market Place South, Ripon, HG4 1BZ",HG4 1BZ,54.13584,-1.52356,2017-06-01,11250,CR1,Cafe and Premises
N08029809011,010003029926,"10, Market Place, Ripon, HG4 1BP",HG4 1BP,54.13648,-1.523,2000-10-23,59500,CS,Shop and Premises
N08029809030,010022912768,"Market & Carpark, Market Place, Ripon, HG4 1BP",HG4 1BP,54.13648,-1.523,1995-04-01,33000,CM,MARKET AND PREMISES
N08029809040,100052210364,"Public Convenience, High Skellgate, Ripon, HG4 1ED",HG4 1ED,54.13702,-1.52333,2002-05-13,6700,MX,PUBLIC CONVENIENCES
N08029809060,100050427629,"Unicorn Hotel, Market Place East, Ripon, HG4 1BP",HG4 1BP,54.13648,-1.523,2010-04-26,142000,CL,PUBLIC HOUSE AND PREMISES
N08029809070,010003013158,"2, Market Place East, Ripon, HG4 1BP",HG4 1BP,54.13648,-1.523,2004-08-25,2700,CW3,Store and Premises
N08029810010,010003036836,"1, The Arcade, Market Place East, Ripon, HG4 1NZ",HG4 1NZ,54.13654,-1.52229,2010-08-27,7200,CS,SHOP AND PREMISES
N08029810011,,"Unit 1a, The Arcade, Market Place East, Ripon, HG4 1NZ",HG4 1NZ,54.13654,-1.52229,2017-12-01,27500,CS,Shop and Premises
N08029810012,,"Managers Office 1b, The Arcade, Market Place East, Ripon, HG4 1NZ",HG4 1NZ,54.13654,-1.52229,2017-12-01,335,CO,OFFICES AND PREMISES
N08029810020,010003036786,"2, The Arcade, Market Place East, Ripon, HG4 1NZ",HG4 1NZ,54.13654,-1.52229,2017-07-03,14750,CR1,Cafe and Premises
N08029810021,010003029929,"Managers Office, 2a, The Arcade, Market Place East, Ripon, HG4 1NZ",HG4 1NZ,54.13654,-1.52229,2016-11-01,990,CO,OFFICE
N08029810030,010003036787,"3, The Arcade, Market Place East, Ripon, HG4 1NZ",HG4 1NZ,54.13654,-1.52229,2017-08-18,6300,CS,SHOP AND PREMISES
N08029810040,010003036789,"4, The Arcade, Market Place East, Ripon, HG4 1NZ",HG4 1NZ,54.13654,-1.52229,2018-11-01,25000,CS,Shop and Premises
N08029810050,010003036788,"5, The Arcade, Market Place East, Ripon, HG4 1NZ",HG4 1NZ,54.13654,-1.52229,2018-01-22,10000,CS,SHOP AND PREMISES
N08029810060,010003036790,"6, The Arcade, Market Place East, Ripon, HG4 1NZ",HG4 1NZ,54.13654,-1.52229,2018-12-19,13000,CS,SHOP AND PREMISES
N08029810070,010003036791,"7, The Arcade, Market Place East, Ripon, HG4 1NZ",HG4 1NZ,54.13654,-1.52229,2001-06-25,59000,CS,SHOP AND PREMISES
N08029810081,,"8/10, The Arcade, Market Place East, Ripon, HG4 1NZ",HG4 1NZ,54.13654,-1.52229,2013-01-30,37750,CS,SHOP AND PREMISES
N08029810122,,"12, The Arcade, Market Place East, Ripon, HG4 1NZ",HG4 1NZ,54.13654,-1.52229,2011-03-10,19500,CS,Shop and Premises
N08029810141,,"14, The Arcade, Market Place East, Ripon, HG4 1NZ",HG4 1NZ,54.13654,-1.52229,2018-12-19,10000,CS,Shop and Premises
N08029810161,,"16, The Arcade, Market Place East, Ripon, HG4 1NZ",HG4 1NZ,54.13654,-1.52229,2011-03-10,36500,CS,Shop and Premises
N08031209013,100050427707,"The Old Deanery, Minster Road, Ripon, North Yorkshire, HG4 1QS",HG4 1QS,54.13556,-1.51987,2008-01-02,41500,CH,Hotel and Premises
N08031209030,010003029934,"The Stone Masons Yard, Minster Road, Ripon, North Yorkshire, HG4 1QT",HG4 1QT,54.13504,-1.52012,1995-04-01,5400,IF3,WORKSHOP AND PREMISES
N08031209031,,"Orange Telecommunication Mast Site Ref Nyk7057, Ripon Cathedral, Minster Road, Ripon, North Yorkshire, HG4 1QT",HG4 1QT,54.13504,-1.52012,2005-04-01,12000,MT1,Communication Station and Premises
N08031209040,100052210365,"Conveniences, Minster Road, Ripon, North Yorkshire, HG4 1QS",HG4 1QS,54.13556,-1.51987,1995-04-01,4650,MX,Public Conveniences (Part Exempt)
N08031209050,100052210366,"Webb & Webb, Minster Road, Ripon, North Yorkshire, HG4 1QS",HG4 1QS,54.13556,-1.51987,2014-09-03,3100,CS,Shop and Premises
N08031209060,010003034096,"Court House, 11, Minster Road, Ripon, North Yorkshire, HG4 1QS",HG4 1QS,54.13556,-1.51987,2000-03-31,17250,EM1,MUSEUM & PREMISES
N08032800021,010003020762,"2, North Road, Ripon, North Yorkshire, HG4 1HN",HG4 1HN,54.14094,-1.52267,2000-04-01,15750,MH,Dental Surgery and Premises
N08032800032,," 3, North Parade, North Road, Ripon, HG4 1ES",HG4 1ES,54.14114,-1.52351,2015-04-01,13250,MH,Surgery and Premises
N08032800033,," R/O 3, North Parade, North Road, Ripon, HG4 1ES",HG4 1ES,54.14114,-1.52351,2015-04-01,2075,CO,Workrooms
N08032800131,,"13, North Road, Ripon, N Yorkshire, HG4 1JP",HG4 1JP,54.14227,-1.51932,2018-07-07,3200,CH1,Self Catering Holiday Unit and Premises
N08032800260,100050427986,"Station Hotel, 26/28, North Road, Ripon, North Yorkshire, HG4 1JP",HG4 1JP,54.14227,-1.51932,2013-07-26,0,CL,Public House and Premises
N08032800343,,"Flat 3, 34, North Road, Ripon, North Yorkshire, HG4 1JR",HG4 1JR,54.14234,-1.52035,2015-10-02,2000,CH1,Self Catering Holiday Unit and Premises
N08032800441,,"Garden Flat, R/O 44, North Road, Ripon, North Yorkshire, HG4 1HN",HG4 1HN,54.14094,-1.52267,2017-07-01,2000,CH1,Self Catering Holiday Unit and Premises
N08032809060,100052009752,"Station Garage, North Road, Ripon, North Yorkshire, HG4 1JP",HG4 1JP,54.14227,-1.51932,2009-01-16,2400,CS,SHOP AND PREMISES
N08032809095,010003029938,"The Warehouse, The Old Goods Yard, Hutton Bank, Ripon, North Yorkshire, HG4 5DW",HG4 5DW,54.14531,-1.51429,2018-12-07,9300,IF3,WORKSHOP AND PREMISES
N08032809102,,"Power Plastics, Hutton Bank, Ripon, North Yorkshire, HG4 5DW",HG4 5DW,54.14531,-1.51429,2018-11-01,25750,CW,Warehouse and Premises
N08032809103,,"Offices Adj Power Plastics, Hutton Bank, Ripon, North Yorkshire, HG4 5DW",HG4 5DW,54.14531,-1.51429,2015-08-01,9600,CW,Offices and Premises
N08032809104,,"Store Adj Power Plastics, Hutton Bank, Ripon, North Yorkshire, HG4 5DW",HG4 5DW,54.14531,-1.51429,2015-08-01,2200,CW3,Store and Premises
N08032809110,010003029942,"Ripon Farmers Livestock Market, North Road, Ripon, North Yorkshire, HG4 1JP",HG4 1JP,54.14227,-1.51932,2007-07-31,2000,CM,Livestock Market and Premises
N08032809120,100052210368,"St Johns Ambulance Brigade, North Road, Ripon, North Yorkshire, HG4 1JR",HG4 1JR,54.14234,-1.52035,1995-04-01,3200,LC3,HALL AND PREMISES
N08032809170,,"Units 1 & 3, 2, Hutton Bank, Ripon, North Yorkshire, HG4 5DT",HG4 5DT,54.14848,-1.5038,2005-12-01,5500,CW,Warehouse Offices and Premises
N08032809171,,"Spa Car Wash, Unit 4, Hutton Bank, Ripon, North Yorkshire, HG4 5DW",HG4 5DW,54.14531,-1.51429,2016-06-01,7800,CX,Hand Car Wash and Premises
N08032809190,,"Unit 2, 2, Hutton Bank, Ripon, North Yorkshire, HG4 5DT",HG4 5DT,54.14848,-1.5038,2005-12-01,2750,CW,Warehouse and Premises
N08033000010,100052009540,"1, North Street, Ripon, HG4 1JY",HG4 1JY,54.13824,-1.52368,2009-12-05,9200,CS,SHOP AND PREMISES
N08033000020,100052009196,"2, North Street, Ripon, HG4 1JY",HG4 1JY,54.13824,-1.52368,2017-06-01,8800,CS,Shop  Offices and Premises
N08033000030,100052009524,"3, North Street, Ripon, HG4 1JY",HG4 1JY,54.13824,-1.52368,2002-12-01,6000,CS,SHOP AND PREMISES
N08033000040,100050428015,"4, North Street, Ripon, HG4 1JY",HG4 1JY,54.13824,-1.52368,2011-07-01,4900,CS,Shop and Premises
N08033000050,,"5, North Street, Ripon, HG4 1JY",HG4 1JY,54.13824,-1.52368,2016-10-19,21750,CS,SHOP AND PREMISES
N08033000060,100050428016,"6, North Street, Ripon, HG4 1JY",HG4 1JY,54.13824,-1.52368,2007-11-14,13250,CS,SHOP AND PREMISES
N08033000070,100052009525,"7, North Street, Ripon, HG4 1JY",HG4 1JY,54.13824,-1.52368,2017-12-23,5400,CS,SHOP AND PREMISES
N08033000081,100052009674,"8/9, North Street, Ripon, HG4 1JY",HG4 1JY,54.13824,-1.52368,2009-05-01,11500,CS,SHOP AND PREMISES
N08033000103,,"Ground Floor, 10/10a, North Street, Ripon, HG4 1JY",HG4 1JY,54.13824,-1.52368,2017-12-31,12750,CS,SHOP AND PREMISES
N08033000105,,"1st & 2nd Floors, 10/10a, North Street, Ripon, HG4 1JY",HG4 1JY,54.13824,-1.52368,2017-12-31,8900,CO,OFFICES AND PREMISES
N08033000110,100052009526,"11, North Street, Ripon, HG4 1JY",HG4 1JY,54.13824,-1.52368,2017-05-02,5300,CS,SHOP AND PREMISES
N08033000120,100050428020,"12, North Street, Ripon, HG4 1JY",HG4 1JY,54.13824,-1.52368,2013-11-25,6800,CS5,LAUNDERETTE & PREMISES
N08033000131,100050428021,"13, North Street, Ripon, HG4 1JY",HG4 1JY,54.13824,-1.52368,2016-05-01,0,CS,FIRE DAMAGED
N08033000141,100052009527,"14, North Street, Ripon, HG4 1JY",HG4 1JY,54.13824,-1.52368,2010-04-06,6500,CS,Shop and Premises
N08033000160,100052009528,"15, North Street, Ripon, HG4 1JY",HG4 1JY,54.13824,-1.52368,2001-04-01,11750,CS,SHOP AND PREMISES
N08033000172,100052009529,"17, North Street, Ripon, HG4 1JY",HG4 1JY,54.13824,-1.52368,2003-07-01,4150,CS3,SHOP AND PREMISES
N08033000190,100052239085,"19, North Street, Ripon, HG4 1JY",HG4 1JY,54.13824,-1.52368,2006-09-22,9300,CS,OFFICE AND PREMISES
N08033000200,100050428023,"20, North Street, Ripon, HG4 1JY",HG4 1JY,54.13824,-1.52368,1995-04-01,4400,CS,SHOP AND PREMISES
N08033000212,100052009676,"21, North Street, Ripon, HG4 1JY",HG4 1JY,54.13824,-1.52368,2012-07-01,3700,CS,Shop and Premises
N08033000214,010003029944,"Garages R/O, 21, North Street, Ripon, HG4 1JY",HG4 1JY,54.13824,-1.52368,2012-03-13,1925,CG2,GARAGES AND PREMISES
N08033000215,,"Unit 1, The Warehouse, 21, Back North Street, Ripon, HG4 1JA",HG4 1JA,54.14607,-1.51473,2015-09-08,3600,IF3,Workshop and Premises
N08033000216,,"Unit 2, The Warehouse, 21, Back North Street, Ripon, HG4 1JA",HG4 1JA,54.14607,-1.51473,2015-10-01,3550,CW3,Store and Premises
N08033000217,,"Unit 3, The Warehouse, 21, Back North Street, Ripon, HG4 1JA",HG4 1JA,54.14607,-1.51473,2015-09-08,960,IF3,Workshop and Premises
N08033000218,,"Unit 4, The Warehouse, 21, Back North Street, Ripon, HG4 1JA",HG4 1JA,54.14607,-1.51473,2015-09-08,1050,CW3,Store and Premises
N08033000232,,"Baroque,  23, North Street, Ripon, HG4 1JY",HG4 1JY,54.13824,-1.52368,2014-07-19,16000,CS3,Hairdressing Salon and Premises
N08033000250,100052009559,"First Floor, 25, North Street, Ripon, HG4 1HJ",HG4 1HJ,54.13953,-1.52364,2015-12-31,5100,CO,OFFICES AND PREMISES
N08033000251,100052009681,"R/O 26/27, North Street, Ripon, HG4 1HJ",HG4 1HJ,54.13953,-1.52364,1997-10-01,5800,CW3,STORE AND PREMISES
N08033000261,010034595926,"25/26/27, North Street, Ripon, HG4 1HJ",HG4 1HJ,54.13953,-1.52364,2001-04-26,10750,CS,SHOP AND PREMISES
N08033000262,,"1st Flr (Lhs Front), 24, North Street, Ripon, HG4 1HJ",HG4 1HJ,54.13953,-1.52364,2018-05-01,1725,CO,OFFICES AND PREMISES
N08033000263,,"1st Floor (Rhs Front), 24, North Street, Ripon, HG4 1HJ",HG4 1HJ,54.13953,-1.52364,2015-04-01,1675,CO,OFFICES AND PREMISES
N08033000264,,"1st Floor (Rhs), 24, North Street, Ripon, HG4 1HJ",HG4 1HJ,54.13953,-1.52364,2015-04-01,1200,CO,OFFICES AND PREMISES
N08033000265,,"1st Floor Store, 24, North Street, Ripon, HG4 1HJ",HG4 1HJ,54.13953,-1.52364,2015-04-01,325,CO,Store and Premises
N08033000266,,"2nd Floor, 24, North Street, Ripon, HG4 1HJ",HG4 1HJ,54.13953,-1.52364,2015-04-01,1175,CO,OFFICES AND PREMISES
N08033000267,,"Gnd Floor (Rear), 25, North Street, Ripon, HG4 1HJ",HG4 1HJ,54.13953,-1.52364,2018-05-01,2950,CO,OFFICES AND PREMISES
N08033000280,100052184162,"28, North Street, Ripon, HG4 1HL",HG4 1HL,54.13904,-1.524,2013-04-01,44750,MH,SURGERY AND PREMISES
N08033000301,,"Majestic Wine, 30, North Street, Ripon, HG4 1HJ",HG4 1HJ,54.13953,-1.52364,2011-10-20,22750,CS,Shop and Premises
N08033000302,,"Atm Site , Bp Filling Station, North Street, Ripon, HG4 1HJ",HG4 1HJ,54.13953,-1.52364,2018-10-25,5900,CX,Site of ATM and Premises
N08033000303,100052009738,"30, North Street, Ripon, HG4 1HJ",HG4 1HJ,54.13953,-1.52364,2017-04-18,4550,CS,SHOP AND PREMISES
N08033000306,,"Unit Adj Majestic Wine, 30, North Street, Ripon, HG4 1HJ",HG4 1HJ,54.13953,-1.52364,2015-07-07,16250,CS,Shop and Premises
N08033000307,,"Lower Ground Workshop, 30, North Street, Ripon, HG4 1HJ",HG4 1HJ,54.13953,-1.52364,2011-10-20,4250,IF3,Workshop and Premises
N08033000309,,"B P  Filling Station, 30, North Street, Ripon, HG4 1HJ",HG4 1HJ,54.13953,-1.52364,2013-09-24,49250,CG,Petrol Filling Station and Premises
N08033000420,100050428033,"Crescent Lodge, 42, North Street, Ripon, HG4 1EN",HG4 1EN,54.13949,-1.52442,2008-03-10,8100,CH2,Guest House and Premises
N08033000540,100052009555,"54, North Street, Ripon, HG4 1EN",HG4 1EN,54.13949,-1.52442,2017-08-01,5900,CS,SHOP AND PREMISES
N08033000581,100052009116,"58/59, North Street, Ripon, HG4 1EN",HG4 1EN,54.13949,-1.52442,2010-04-01,6000,CS,SHOP AND PREMISES
N08033000600,010003029948,"Ground Floor R/O, 60/61, North Street, Ripon, HG4 1HN",HG4 1HN,54.14094,-1.52267,2002-07-22,325,CW3,STORE AND PREMISES
N08033000601,010003029949,"First Floor R/O, 60/61, North Street, Ripon, HG4 1EN",HG4 1EN,54.13949,-1.52442,2002-07-22,330,CW3,STORE AND PREMISES
N08033000602,,"Wardell Joiners, First Floor, 60/61, North Street, Ripon, HG4 2EN",HG4 2EN,54.14198,-1.54692,1995-04-01,1225,CW3,STORE AND PREMISES
