Property Reference Number,Ratepayer,Address,Postcode,Latitude,Longitude,Occupied,Liability start date,Rateable value,VOA code,VOA description,Exemptions,Exemption Start Date, Type,Relief total,Relief mandatory,Relief discretionary
N00680770050304,,"The Shop, Scott Road, Selby, YO8 4BL",YO8 4BL,53.785053,-1.07483,Y,2016-11-01,3300,CS,Shop And Premises,,,Small Business Rate,-1434.90,,
N00680770050408,Selby Community Trust,"Community Centre, Scott Road, Selby, YO8 4BL",YO8 4BL,53.785053,-1.07483,Y,1990-04-01,14750,LC,Community Centres And Premises,,,Discretionary Top Up; Mandatory,-7271.75,-5817.40,-1454.35
N00680770050501,Scott Road Medical Centre,"Scott Road Medical Centre, Scott Road, Selby, YO8 4BL",YO8 4BL,53.785053,-1.07483,Y,2013-04-01,40250,MH,Surgery And Premises,,,,,,
N00680770050516,,"Scott Road Pharmacy, Scott Road, Selby, YO8 4BL",YO8 4BL,53.785053,-1.07483,Y,2011-07-01,40750,CS,Shop And Premises,,,Localised Discretionary,,,
N00680775050305,Keyland Developments Ltd,"Shipyard Road Pump Station, Shipyard Road, Selby, YO8 8BN",YO8 8BN,53.781978,-1.059676,,2008-12-18,3300,IF3,Workshop And Premises,Y,2017-04-01,Emprty Property Non Industrial,,,
N00680775050502,Reilly Fasteners Ltd,"., Shipyard Road, Selby, YO8 8BN",YO8 8BN,53.781978,-1.059676,Y,1996-08-01,4000,CW,Warehouse And Premises,,,Small Business Rate,-1920.00,,
N00680775051007,Bahnstormer German Car Specialists Ltd,"Bahnstormer, Shipyard Road, Selby, YO8 8BN",YO8 8BN,53.781978,-1.059676,Y,2013-01-02,8200,IF3,Workshop And Premises,,,Small Business Rate,-3936.00,,
N00680776000205,Selby Glass Ltd,"Unit 2, The Shipyard, Carr Street, Selby, YO8 8AP",YO8 8AP,53.780186,-1.052325,Y,2002-12-22,10500,IF3,Workshop And Premises,,,Small Business Rate,-4649.06,,
N00680776000304,,"Unit H The Shipyard, Carr Street, Selby, YO8 8AW",YO8 8AW,53.779509,-1.051976,Y,2013-05-01,7900,IF3,Workshop And Premises,,,Small Business Rate,-3271.56,,
N00680776000408,Music And More Yorkshire Cic,"The Music Room Studios, The Shipyard, Carr Street, Selby, YO8 8AW",YO8 8AW,53.779509,-1.051976,Y,2017-04-04,14500,EP,Schools & Premises (Private),,,Small Business Rate,-1147.92,,
N0068077600556,Coldsaver (Selby) Ltd,"Unit D, The Shipyard, Carr Street, Selby, YO8 8AP",YO8 8AP,53.780186,-1.052325,Y,2015-04-01,13500,IF3,Workshop And Premises,,,Small Business Rate,-3240.00,,
N00680780050104,Selby District Council,"Car Park, South Parade, York Street, Selby, YO8 0HE",YO8 0HE,53.783564,-1.071721,Y,1995-04-01,11750,CP,Car Park And Premises,,,,,,
N0068079000021B,Digital Missives Ltd,"2, St James Terrace, Selby, YO8 0HL",YO8 0HL,53.783126,-1.070805,Y,2018-09-01,4550,CO,Office And Premises,,,Small Business Rate,-1268.52,,
N00680811501300,,"13, Market Place, Selby, YO8 4PB",YO8 4PB,53.783681,-1.069351,Y,2006-08-05,19000,CS,Shop And Premises,,,,,,
N0068081505011B,Vodafone Ltd,"Unit 11, Market Cross, Selby, YO8 4JS",YO8 4JS,53.78316,-1.069454,Y,2014-10-14,14000,CS,Shop And Premises,,,,,,
N0068081505023A,T J Morris Ltd,"Units 12 - 23, Market Cross, Selby, YO8 4JS",YO8 4JS,53.78316,-1.069454,Y,2006-09-15,75500,CS,Shop And Premises,,,,,,
N00680816000016,,"Unit 16, Market Cross, Selby, YO8 4JS",YO8 4JS,53.78316,-1.069454,Y,2018-06-01,9400,CS,Shop And Premises,,,Small Business Rate,-3720.85,,
N00680816000018,Caversham Trading Ltd,"Unit 17, Market Cross, Selby, YO8 4JS",YO8 4JS,53.78316,-1.069454,Y,2012-05-28,41000,CS,Shop And Premises,,,,,,
N00680816001A1B,Fieldrose Ltd,"Unit 1a-1b, Market Cross, Selby, YO8 4JS",YO8 4JS,53.78316,-1.069454,Y,2015-09-17,30250,CS,Shop And Premises,,,,,,
N0068081605011A,,"Unit 11a-12a, Market Cross, Selby, YO8 4JS",YO8 4JS,53.78316,-1.069454,Y,2015-04-28,14250,CS,Shop And Premises,,,Small Business Rate,-1708.72,,
N00680816050809,Selby District Council,"Access Selby, Unit 8-10, Market Cross, Selby, YO8 4JS",YO8 4JS,53.78316,-1.069454,Y,2007-11-26,33000,CS,Shop And Premises,,,,,,
N00680820050304,,"Back Dam Garage, 10, Station Road, Selby, YO8 4NW",YO8 4NW,53.783419,-1.063352,Y,1990-11-01,2225,CG2,Garage And Premises,,,,,,
N00680820050408,Selby District Council,"Public Conveniences, Station Road, Selby, YO8 4NW",YO8 4NW,53.783419,-1.063352,Y,1990-04-01,5500,MX,Miscellaneous Unclassified,,,,,,
N00680820050501,Arriva Yorkshire Limited,"Arriva Plc, Station Road, Selby, YO8 4NW",YO8 4NW,53.783419,-1.063352,Y,1990-04-01,5000,CS,Shop And Premises,,,,,,
N00680820050605,,"Bus Station Cafe, Park Street, Selby, YO8 0BL",YO8 0BL,53.785351,-1.074976,Y,2012-04-01,6100,CR1,Cafe And Premises,,,Small Business Rate,-2611.51,,
N00680820050802,Selby Railway Sports And Social Club,"British Rail Sports & Social Club, Station Road, Selby, YO8 4AA",YO8 4AA,53.783037,-1.063937,Y,1990-04-01,13500,CL2,Club And Premises (Social),,,Small Business Rate,-3240.00,,
N00680820050906,,"Selby Station Refreshment Room, Station Road, Selby, YO8 0NW",YO8 0NW,53.783364,-1.063378,Y,2017-04-27,2000,CR1,Cafe And Premises,,,Small Business Rate,-889.64,,
N0068082005091B,Station Taxis Of Selby Ltd,"Station Taxi At Selby Station, Station Road, Selby, YO8 4NW",YO8 4NW,53.783419,-1.063352,Y,2017-04-01,1975,CO,Office And Premises,,,Small Business Rate,-746.15,,
N00680820051203,,"Quality Cars, 1, Station Road, Selby, YO8 4NW",YO8 4NW,53.783419,-1.063352,Y,2017-01-01,6800,CX,Other Commercial,,,Small Business Rate,-3264.00,,
N00680820052009,Arriva Yorkshire Limited,"Arriva Yorkshire, Cowie Drive, Ousegate, Selby, YO8 8BG",YO8 8BG,53.78215,-1.063047,Y,1997-06-29,44000,CG2,Garage And Premises,,,,,,
N00680820052013,,"James William House, Cowie Drive, Ousegate, Selby, YO8 8BG",YO8 8BG,53.78215,-1.063047,Y,2018-05-29,29250,IF3,Workshop And Premises,,,,,,
N00680828050102,Selby College,"Selby College, Abbots Road, Selby, YO8 8AT",YO8 8AT,53.775065,-1.051545,Y,1993-04-01,660000,EL1,College And Premises,,,Mandatory,-260304.00,-260304.00,
N006808420030X,,"30, New Lane, Selby, YO8 4QB",YO8 4QB,53.783008,-1.07051,Y,2016-04-30,2750,CO,Office And Premises,,,Small Business Rate,-1320.00,,
N00680848050107,,"13, Turners Square, Gowthorpe, Selby, YO8 4BE",YO8 4BE,53.783173,-1.072322,Y,2013-02-01,1500,CW3,Store And Premises,,,Small Business Rate,-720.00,,
N00680848090227,Wilko Retail Limited,"Units 5 & 6, Abbey Walk, Selby, YO8 4DZ",YO8 4DZ,53.784532,-1.070213,Y,1998-09-11,224000,CS,Shop And Premises,,,,,,
N00680848090246,Threadneedle Pension Ltd,"Unit 10b, Abbey Walk, Selby, YO8 4DZ",YO8 4DZ,53.784532,-1.070213,Y,2015-05-01,22250,CS,Shop And Premises,,,,,,
N00680848090311,4 U Hairdressers Ltd,"Unit 1, Abbey Walk, Selby, YO8 4DZ",YO8 4DZ,53.784532,-1.070213,Y,2018-12-27,27500,CS,Shop And Premises,,,,,,
N00680848090331,,"Unit 3, Abbey Walk, Selby, YO8 4DZ",YO8 4DZ,53.784532,-1.070213,Y,2010-10-15,27750,CS,Shop And Premises,,,,,,
N00680848090350,Notemachine Ltd,"National Westminster Cashpoint At Morrisons, Portholme Crescent, Selby, YO8 4QH",YO8 4QH,53.780904,-1.068173,Y,2017-06-21,8300,CX,Other Commercial,,,,,,
N00680848090360,Notemachine Ltd,"Lloyds Tsb Cashpoint At Morrisons, Portholme Crescent, Selby, YO8 4QH",YO8 4QH,53.780904,-1.068173,Y,2017-08-16,8300,CX,Other Commercial,,,,,,
N00680855000204,Conservative Club,"2, The Crescent, Selby, YO8 4PU",YO8 4PU,53.783834,-1.065903,Y,1990-04-01,7500,CL2,Club And Premises (Social),,,Small Business Rate,-3600.00,,
N00680855000346,Stag And Boy Ltd,"3, The Crescent, Selby, YO8 4PU",YO8 4PU,53.783834,-1.065903,Y,2015-04-01,7900,CS,Shop And Premises,,,Small Business Rate,-3792.00,,
N0068085500051A,Business Training Ventures Ltd,"5, The Crescent, Selby, YO8 4PU",YO8 4PU,53.783834,-1.065903,Y,2013-11-01,12250,CO,Office And Premises,,,,,,
N00680855001014,,"10, The Crescent, Selby, YO8 4PD",YO8 4PD,53.783517,-1.068019,Y,2006-03-31,5200,CS,Shop And Premises,,,Small Business Rate,-2496.00,,
N00680855001103,Chronicle Publications Ltd,"11, The Crescent, Selby, YO8 4PD",YO8 4PD,53.783517,-1.068019,Y,2008-02-01,7800,CS,Shop And Premises,,,Newspaper,-1500.00,,
N00680855001207,,"12, The Crescent, Selby, YO8 4PD",YO8 4PD,53.783517,-1.068019,Y,2013-02-11,7500,CS3,Hairdressing Salon And Premises,,,Small Business Rate,-3600.00,,
N0068085500130B,C E Wetherell & Sons Ltd,"Wetherells 9 & 13-16, The Crescent, Selby, YO8 4PD",YO8 4PD,53.783517,-1.068019,Y,1990-04-01,101000,CS,Shop And Premises,,,,,,
N0068085500412B,Autoweb.Co.Uk Ltd,"4-4a, The Crescent, Selby, YO8 4PU",YO8 4PU,53.783834,-1.065903,,2010-10-18,8600,CS,Shop And Premises,Y,2018-06-05,Emprty Property Non Industrial,,,
N0068085505010A,Old Mill Brewery,"Albion Vaults, 1, The Crescent, Selby, YO8 4PT",YO8 4PT,53.784344,-1.065664,Y,2016-07-31,7100,CL,Public House And Premises,,,Pub,-1000,,
N00680855050203,Selby District Council,"National Westminster Bank Ltd, The Crescent, Selby, YO8 4PU",YO8 4PU,53.783834,-1.065903,,2018-11-05,14000,CS1,Bank And Premises,Y,2018-11-05,Emprty Property Non Industrial,,,
N00680856000109,,"Scrap Yard At Lochard, Thorpe Wood, Selby, YO8 3RG",YO8 3RG,53.783224,-1.119612,Y,1990-04-01,13250,IX,Industrial Unclassified,,,Localised Discretionary ; Small Business Rate ; Supporting Small Business,-2276.70,,
N0068086005020A,The Tyre Shop Selby Ltd,"Vehicle Repair Workshop, The Holmes, Selby, YO8 4ER",YO8 4ER,53.7878,-1.069655,Y,2000-04-01,10250,CG1,Vehicle Repair Workshop And Premises,,,Small Business Rate,-3501.15,,
N00680860050479,,"Unit 2, The Holmes, Selby, YO8 4ER",YO8 4ER,53.7878,-1.069655,Y,2005-05-01,6700,IF3,Workshop And Premises,,,Small Business Rate,-1922.76,,
N00680860050483,,"Unit 2b, The Holmes, Selby, YO8 4ER",YO8 4ER,53.7878,-1.069655,Y,2010-07-15,5600,CW3,Store And Premises,,,Small Business Rate,-1607.08,,
N00680860050498,,"Unit 2a, The Holmes, Selby, YO8 4ER",YO8 4ER,53.7878,-1.069655,Y,2011-05-14,5500,CW,Warehouse And Premises,,,Small Business Rate,-1578.39,,
N00680868000314,Dalian Properties Ltd,"Unit 3, Flaxley Road, Selby, YO8 4BG",YO8 4BG,53.787394,-1.074141,,2017-07-11,15750,IF3,Workshop And Premises,Y,2017-10-11,Emprty Property Non Industrial,,,
N00680868000418,Evergrip Ltd,"Unit 4, Flaxley Road, Selby, YO8 4BG",YO8 4BG,53.787394,-1.074141,Y,2002-08-01,13750,IF3,Workshop And Premises,,,,,,
N00680868000422,Yorkshire & Humberside Employment Services,"Flaxley Chambers, Flaxley Road, Selby, YO8 3BH",YO8 3BH,53.786608,-1.073673,Y,2000-04-01,25500,CO,Office And Premises,,,,,,
N00680870000042,,"Rear Of 4, Park Street, Selby, YO8 4PW",YO8 4PW,53.782674,-1.067082,Y,2018-06-02,16000,CO,Office And Premises,,,,,,
N00680870050100,Armonia Ltd,"10, Park Street, Selby, YO8 4PW",YO8 4PW,53.782674,-1.067082,Y,2012-03-08,11250,CO,Office And Premises,,,,,,
N00680873050108,Selby District Council,"Land Rear Of Former Civic Centre, Portholme Road, Selby, YO8 4SB",YO8 4SB,53.780097,-1.069764,Y,2011-10-28,5500,CP,Car Park And Premises,,,,,,
N00680873050119,Tesco Stores Limited,"Former Civic Centre Site, Portholme Road, Selby, YO8 4SB",YO8 4SB,53.780097,-1.069764,Y,2011-10-28,184000,CO,Office And Premises,,,,,,
N00680878051101,Westmill Foods Ltd,"Westmill Foods Ltd, The Quay, Selby, YO8 0EG",YO8 0EG,53.7843,-1.068093,Y,1992-04-01,73500,IF1,Mill And Premises,,,,,,
N0068087805200B,Orange Personal Communication Services Ltd,"Telecommunication Mast Site Ref Nyk0016, The Quay, Selby, YO8 4EG",YO8 4EG,53.78626,-1.066972,Y,1995-09-01,13000,MT1,Communication Station And Premises,,,,,,
N00680883050000,,"The Beauty Salon, At Molehill House, Robert Street, Selby, YO8 4DY",YO8 4DY,53.784688,-1.069465,Y,2008-10-17,4050,CO,Office And Premises,,,Small Business Rate,-1944.00,,
N00680885050101,,"Selby Tyre Centre, Union Lane, Selby, YO8 4AU",YO8 4AU,53.780291,-1.073757,Y,2012-06-01,12250,IF3,Workshop And Premises,,,Small Business Rate,-5390.00,,
N0068088505060A,,"Burn Masonry, Union Lane, Selby, YO8 4AU",YO8 4AU,53.780291,-1.073757,Y,1993-12-14,1850,CS7,Showroom (Not Car) And Premises,,,,,,
N00680886020151,Wigan Leisure & Culture Trust,"Selby Leisure Centre, Scott Road, Selby, YO8 4BL",YO8 4BL,53.785053,-1.07483,Y,2015-03-14,500000,LC2,Leisure Centre And Premises,,,Discretionary Top Up; Mandatory,-246500.00,-197200.00,-49300.00
N00680886050001,Telefonica Uk Limited,"Mast (37294) At Selby Community Centre, Scott Road, Selby, YO8 4BL",YO8 4BL,53.785053,-1.07483,Y,2007-08-29,6600,MT1,Communication Station And Premises,,,,,,
N00680886050219,,"21, Scott Road, Selby, YO8 4BL",YO8 4BL,53.785053,-1.07483,Y,2014-04-01,2650,CS,Shop And Premises,,,Small Business Rate,-1133.57,,
N00680886050239,,"23, Scott Road, Selby, YO8 4BL",YO8 4BL,53.785053,-1.07483,Y,2015-11-02,2850,CS,Shop And Premises,,,Small Business Rate,-1219.66,,
N00680886052123,,"1st Floor Office, 21-23, Scott Road, Selby, YO8 4BL",YO8 4BL,53.785053,-1.07483,Y,2012-08-28,3050,CO,Office And Premises,,,Small Business Rate,-1262.71,,
N00680895000203,,"2, Volta Street, Selby, YO8 8DF",YO8 8DF,53.778472,-1.058449,Y,2018-04-01,1825,CS,Shop And Premises,,,Small Business Rate,-817.89,,
N00680908050909,Walmgate Property Services,"1st And 2nd Floor , 8, The Crescent, Selby, YO8 4PU",YO8 4PU,53.783834,-1.065903,Y,2010-09-19,6600,CO,Office And Premises,,,Small Business Rate,-3168.00,,
N00680910000408,,"4, West Park, Selby, YO8 4JL",YO8 4JL,53.77804,-1.089679,Y,2007-11-15,530,IF,Factory And Premises,,,Small Business Rate,-137.75,,
N00680913050010,,"Units At Central Lodge, Thorpe Wood, Selby, YO8 3RG",YO8 3RG,53.783224,-1.119612,Y,2007-02-01,8100,CW3,Store And Premises,,,Small Business Rate,-3673.33,,
N00680913050407,Jet Art Aviation Ltd,"Rear Of The Oaks, Thorpe Wood, Selby, YO8 3RG",YO8 3RG,53.783224,-1.119612,Y,2011-04-08,10000,IF3,Workshop And Premises,,,Small Business Rate,-3328.96,,
N00680918050019,Lucas Engineering & Fabrication Ltd,"Unit 1, The Holmes, Selby, YO8 4ER",YO8 4ER,53.7878,-1.069655,Y,2011-05-01,9200,IF3,Workshop And Premises,,,Small Business Rate,-2668.91,,
N006809385020A,,"Mary'S Moss Hagg Farm , Selby Common, Selby, YO8 3RE",YO8 3RE,53.792981,-1.123856,Y,2018-02-02,3600,CH1,Self Catering Holiday Unit And Premises,,,Small Business Rate,-1728.00,,
N00680941050001,Selby & District A.V.S,"Community House, Portholme Road, Selby, YO8 4QQ",YO8 4QQ,53.780824,-1.067113,Y,2006-07-31,53000,CO,Office And Premises,,,Discretionary Top Up; Mandatory,-26129.00,-20903.20,-5225.80
N00680955000605,,"Selby Engineering Co, White Street, Selby, YO8 4BP",YO8 4BP,53.786771,-1.076189,Y,1996-04-05,2125,CW3,Store And Premises,,,Small Business Rate,-1020.00,,
N00680970050006,North Yorkshire County Council,"Westbourne House, Westbourne Road, Selby, YO8 9BZ",YO8 9BZ,53.77883,-1.07439,Y,1994-05-25,11750,ML,Local Government Offices And Premises,,,,,,
N0068097005010A,,"Boy & Barrel Split, Woodville Terrace, Selby, YO8 8AL",YO8 8AL,53.774624,-1.058338,Y,2014-10-01,4800,CL,Public House And Premises,,,Small Business Rate,-2304.00,,
N00680970060008,Amman Traders Ltd,"118, Westbourne Road, Selby, YO8 9DA",YO8 9DA,53.775402,-1.072782,Y,2017-04-10,5500,CS,Shop And Premises,,,Small Business Rate,-2496.72,,
N00680973000213,,"2, Wren Lane, Selby, YO8 4PH",YO8 4PH,53.785101,-1.067028,Y,2016-05-12,4200,CS,Shop And Premises,,,Small Business Rate,-1492.29,,
N0068097300161B,,"16, Wren Lane, Selby, YO8 4PH",YO8 4PH,53.785101,-1.067028,Y,2009-04-06,5700,CS,Shop And Premises,,,,,,
N0068097505010B,Selby Town Council,"Selby Town Council, York Street, Selby, YO8 9YA",YO8 9YA,53.770419,-1.158828,Y,1997-01-15,11250,CO,Office And Premises,,,,,,
N0068099905200A,1st Safari Day Nurseries Ltd,"Safari House, Hospital Lane, Selby Common, Selby, YO8 3RE",YO8 3RE,53.792981,-1.123856,Y,2012-04-01,31750,IF3,Workshop And Premises,,,,,,
N00680999250203,Al-Murad Castleford Ltd,"Selby College, Armoury Road, Selby, YO8 4AY",YO8 4AY,53.781068,-1.076739,Y,2000-07-08,10250,CW,Warehouse And Premises,,,,,,
N00680999250222,Reserve Forces & Cadets Association,"Acf Centre, Armoury Road, Selby, YO8 4AY",YO8 4AY,53.781068,-1.076739,Y,2000-04-01,2700,LC3,Hall And Premises,,,,,,
N0068860052618,,"The New Bungalow, Holme Lane, Selby, YO8 3EL",YO8 3EL,53.788076,-1.067083,Y,2018-01-08,6600,CS,Shop And Premises,,,Small Business Rate,-3168.00,,
N0069000805011C,,"Fields Garden Centre,, Tadcaster Road, Sherburn In Elmet, Leeds, LS25 6EJ",LS25 6EJ,53.80566,-1.25972,Y,2016-09-16,9800,CX,Other Commercial,,,Small Business Rate,-4620.88,,
N00690017000100,Titus Tool Company Ltd,"Unit 10 Blackburn Industrial Estate, Enterprise Way, Sherburn In Elmet, Leeds, LS25 6NF",LS25 6NF,53.79484,-1.22828,Y,2006-05-15,17250,CW,Warehouse And Premises,,,Small Business Rate,0.00,,
N0069001700012B,S N B Electronic Services Ltd,"Units 1/2 Blackburn Industrial Estate, Enterprise Way, Sherburn In Elmet, Leeds, LS25 6NF",LS25 6NF,53.79484,-1.22828,Y,2013-05-16,41500,CW,Warehouse And Premises,,,,,,
N00690017000309,Snb Holdings (York) Ltd,"Unit 3 Blackburn Industrial Estate, Enterprise Way, Sherburn In Elmet, Leeds, LS25 6NF",LS25 6NF,53.79484,-1.22828,Y,2016-09-29,12750,CW,Warehouse And Premises,,,,,,
N00690017000402,A R C Workwear And Ppe Limited,"Unit 4 Blackburn Industrial Estate, Enterprise Way, Sherburn In Elmet, Leeds, LS25 6NF",LS25 6NF,53.79484,-1.22828,Y,2019-02-07,15500,CW,Warehouse And Premises,,,,,,
N00690017000506,West Park Graphic Equipment Ltd,"Unit 5 Blackburn Industrial Estate, Enterprise Way, Sherburn In Elmet, Leeds, LS25 6NF",LS25 6NF,53.79484,-1.22828,Y,2009-06-24,22000,CW,Warehouse And Premises,,,Localised Discretionary,,,
N0069001700060A,Greenmoor Ltd,"Unit 6 Blackburn Industrial Estate, Enterprise Way, Sherburn In Elmet, Leeds, LS25 6NF",LS25 6NF,53.79484,-1.22828,Y,2018-03-01,9400,CW,Warehouse And Premises,,,Small Business Rate,-4304.69,,
N00690017000703,Delta Fluid Technology Ltd,"Unit 7 Blackburn Industrial Estate, Enterprise Way, Sherburn In Elmet, Leeds, LS25 6NF",LS25 6NF,53.79484,-1.22828,Y,2016-03-02,66000,CW,Warehouse And Premises,,,Localised Discretionary,,,
N00690017000810,Sherburn Community Gymnastics Club Ltd,"Units 8/9 Blackburn Industrial Estate, Enterprise Way, Sherburn In Elmet, Leeds, LS25 6NF",LS25 6NF,53.79484,-1.22828,Y,2017-04-01,26250,CW,Warehouse And Premises,,,Discretionary,-10080.00,,-10080.00
N0069001800010A,,"Unit 1, Swordfish Way, Sherburn In Elmet, Leeds, LS25 6NG",LS25 6NG,53.79199,-1.22687,Y,2007-06-01,7100,IF3,Workshop And Premises,,,Small Business Rate,-3408.00,,
N00690018000311,S D C,"Unit 3, Swordfish Way, Sherburn In Elmet, Leeds, LS25 6NG",LS25 6NG,53.79199,-1.22687,,2018-12-03,5500,IF3,Workshop And Premises,Y,2018-12-03,,,,
N00690018000326,E-Burn Ltd,"Unit 5, Swordfish Way, Sherburn In Elmet, Leeds, LS25 6NG",LS25 6NG,53.79199,-1.22687,Y,2018-09-17,4550,IF3,Workshop And Premises,,,Small Business Rate,-1140.37,,
N00690018000345,,"Unit 7, Swordfish Way, Sherburn In Elmet, Leeds, LS25 6NG",LS25 6NG,53.79199,-1.22687,Y,2005-04-01,4550,IF3,Workshop And Premises,,,Small Business Rate,-2123.65,,
N00690018000608,Lupton Electrical & Plumbing Ltd,"Unit 6, Swordfish Way, Sherburn In Elmet, Leeds, LS25 6NG",LS25 6NG,53.79199,-1.22687,Y,2014-12-17,4550,IF3,Workshop And Premises,,,Small Business Rate,-2152.34,,
N00690018000665,Fusion Engineering Services Ltd,"8, Swordfish Way, Sherburn In Elmet, Leeds, LS25 6NG",LS25 6NG,53.79199,-1.22687,Y,2004-05-01,7200,IF3,Workshop And Premises,,,Small Business Rate,-3456.00,,
N00690018006619,D3 Office Group Limited,"10, Swordfish Way, Sherburn In Elmet, Leeds, LS25 6NG",LS25 6NG,53.79199,-1.22687,Y,2014-11-18,21000,IF3,Workshop And Premises,,,,,,
N00690018006623,Securerail Ltd,"16, Swordfish Way, Sherburn In Elmet, Leeds, LS25 6NG",LS25 6NG,53.79199,-1.22687,Y,1998-11-30,23500,IF3O,"Workshop, Office And Premises",,,,,,
N00690018006638,Securi-Plex Ltd,"Aviation House, Swordfish Way, Sherburn In Elmet, Leeds, LS25 6NG",LS25 6NG,53.79199,-1.22687,Y,1999-04-02,50500,COS,"Offices, Stores & Premises",,,,,,
N00690018006661,Securi-Plex Ltd,"Unit 14a, Swordfish Way, Sherburn In Elmet, Leeds, LS25 6NG",LS25 6NG,53.79199,-1.22687,Y,2018-02-12,13500,CO,Office And Premises,,,,,,
N00690018006676,Designer Kennels Ltd,"Unit 14b, Swordfish Way, Sherburn In Elmet, Leeds, LS25 6NG",LS25 6NG,53.79199,-1.22687,Y,2013-05-01,9400,CW,Warehouse And Premises,,,Small Business Rate,-4512.00,,
N0069004005080B,,"Gothards Architectural, The Willows, Bishopdyke Road, Sherburn In Elmet, Leeds, LS25 6JG",LS25 6JG,53.79640,-1.20770,Y,2013-08-28,9800,CS7,Showroom (Not Car) And Premises,,,Small Business Rate,-4704.00,,
N00690040051009,Vodafone Ltd,"Site No 37661 Nr Rest Park Farm, Bishopdyke Road, Sherburn In Elmet, Leeds, LS25 6HP",LS25 6HP,53.79425,-1.18198,Y,2005-04-01,6300,MT1,Communication Station And Premises,,,,,,
N00690040051907,,"Fairview Boarding Kennels, Low Rest Park, Sherburn In Elmet, Leeds, LS25 6HJ",LS25 6HJ,53.80676,-1.17389,Y,1995-04-01,4250,CX,Other Commercial,,,Small Business Rate,-1219.66,,
N00690040052001,,"Unit 1 At W Norths Ltd, Moxon Way, Sherburn In Elmet, Leeds, LS25 6NZ",LS25 6NZ,53.78859,-1.23067,Y,2019-02-01,3500,CG1,Vehicle Repair Workshop And Premises,,,,,,
N00690040052702,,"Abbey Skips, Moor Lane Trading Estate, Bishopdyke Road, Sherburn In Elmet, Leeds, LS25 6ES",LS25 6ES,53.78947,-1.23289,Y,2000-04-07,8700,IF,Factory And Premises,,,Small Business Rate,-4176.00,,
N0069004005281B,Arqiva Ltd,"Arqiva, Moor Lane Trading Estate, Bishopdyke Road, Sherburn In Elmet, Leeds, LS25 6ES",LS25 6ES,53.78947,-1.23289,Y,2000-10-01,14500,MT1,Communication Station And Premises,,,,,,
N00690040052897,W Norths (Pv) Ltd,"Store At W. Norths Ltd, Moor Lane Trading Estate, Bishopdyke Road, Sherburn In Elmet, Leeds, LS25 6ES",LS25 6ES,53.78947,-1.23289,Y,2015-12-09,1325,CW3,Store And Premises,,,,,,
N0069004005290A,Esterform Packaging Ltd,"Esterform Packaging, Moor Lane Trading Estate, Bishopdyke Road, Sherburn In Elmet, Leeds, LS25 6ES",LS25 6ES,53.78947,-1.23289,Y,2015-01-21,545000,IF,Factory And Premises,,,,,,
N0069004005291C,Metcalf Autos Ltd,"Unit 5/6 At W Norths Ltd, Moxon Way, Sherburn In Elmet, Leeds, LS25 6NZ",LS25 6NZ,53.78859,-1.23067,Y,2016-07-27,8800,CG1,Vehicle Repair Workshop And Premises,,,Small Business Rate,-4224.00,,
